block_end_step,block_win_rate,q_short,q_long,rate_gap,detector_armed,regime_change,positive_streak,rearm_streak,rate_warmup_remaining
17699,0.83000000,0.79701627,0.87322191,-0.07620564,1,0,0,0,0
17799,0.95000000,0.82761302,0.87398969,-0.04637667,1,0,0,0,0
17899,0.98000000,0.85809041,0.87504979,-0.01695938,1,0,0,0,0
17999,0.97000000,0.88047233,0.87599930,0.00447303,1,0,0,0,0
18099,0.59000000,0.82237786,0.87313930,-0.05076144,1,0,0,0,0
18199,0.94000000,0.84590229,0.87380791,-0.02790562,1,0,0,0,0
18299,0.99000000,0.87472183,0.87496983,-0.00024800,1,0,0,0,0
18399,0.89000000,0.87777747,0.87512013,0.00265733,1,0,0,0,0
18499,0.89000000,0.88022197,0.87526893,0.00495304,1,0,0,0,0
18599,0.95000000,0.89417758,0.87601624,0.01816134,1,0,0,0,0
18699,0.99000000,0.91334206,0.87715608,0.03618598,1,0,0,0,0
18799,0.97000000,0.92467365,0.87808452,0.04658913,1,0,0,0,0
18899,0.96000000,0.93173892,0.87890367,0.05283525,1,0,0,0,0
18999,0.91000000,0.92739114,0.87921464,0.04817650,1,0,0,0,0
19099,0.97000000,0.93591291,0.88012249,0.05579042,1,0,0,0,0
19199,0.97000000,0.94273033,0.88102127,0.06170906,1,0,0,0,0
19299,0.89000000,0.93218426,0.88111105,0.05107321,1,0,0,0,0
19399,0.78000000,0.90174741,0.88009994,0.02164747,1,0,0,0,0
19499,0.97000000,0.91539793,0.88099894,0.03439898,1,0,0,0,0
19599,0.95000000,0.92231834,0.88168895,0.04062939,1,0,0,0,0
19699,0.88000000,0.91385467,0.88167206,0.03218261,1,0,0,0,0
19799,0.88000000,0.90708374,0.88165534,0.02542840,1,0,0,0,0
19899,0.89000000,0.90366699,0.88173879,0.02192820,1,0,0,0,0
19999,0.78000000,0.87893359,0.88072140,-0.00178781,1,0,0,0,0
20099,0.02000000,0.70714687,0.87211419,-0.16496731,1,0,0,0,0
20199,0.18000000,0.60171750,0.86519305,-0.26347555,1,0,0,0,0
20299,0.38000000,0.55737400,0.86034112,-0.30296712,1,0,0,0,0
20399,0.72000000,0.58989920,0.85893770,-0.26903850,1,0,0,0,0
20499,0.78000000,0.62791936,0.85814833,-0.23022897,1,0,0,0,0
20599,0.79000000,0.66033549,0.85746684,-0.19713136,1,0,0,0,0
20699,0.60000000,0.64826839,0.85489218,-0.20662379,1,0,0,0,0
20799,0.57000000,0.63261471,0.85204325,-0.21942854,1,0,0,0,0
20899,0.52000000,0.61009177,0.84872282,-0.23863105,1,0,0,0,0
20999,0.70000000,0.62807342,0.84723559,-0.21916218,1,0,0,0,0
21099,0.16000000,0.53445873,0.84036324,-0.30590450,1,0,0,0,0
21199,0.52000000,0.53156699,0.83715960,-0.30559262,1,0,0,0,0
21299,0.58000000,0.54125359,0.83458801,-0.29333442,1,0,0,0,0
21399,0.35000000,0.50300287,0.82974213,-0.32673926,1,0,0,0,0
21499,0.38000000,0.47840230,0.82524471,-0.34684241,1,0,0,0,0
21599,0.32000000,0.44672184,0.82019226,-0.37347042,1,0,0,0,0
21699,0.23000000,0.40337747,0.81429034,-0.41091287,1,0,0,0,0
21799,0.56000000,0.43470198,0.81174743,-0.37704546,1,0,0,0,0
21899,0.58000000,0.46376158,0.80942996,-0.34566838,1,0,0,0,0
21999,0.75000000,0.52100926,0.80883566,-0.28782640,1,0,0,0,0
22099,0.50000000,0.51680741,0.80574730,-0.28893989,1,0,0,0,0
22199,0.97000000,0.60744593,0.80738983,-0.19994390,1,0,0,0,0
22299,0.92000000,0.66995674,0.80851593,-0.13855919,1,0,0,0,0
22399,0.75000000,0.68596539,0.80793077,-0.12196538,1,0,0,0,0
22499,0.64000000,0.67677232,0.80625147,-0.12947915,1,0,0,0,0
22599,0.64000000,0.66941785,0.80458895,-0.13517110,1,0,0,0,0
22699,0.27000000,0.58953428,0.79924306,-0.20970878,1,0,0,0,0
22799,0.29000000,0.52962743,0.79415063,-0.26452320,1,0,0,0,0
22899,0.23000000,0.46970194,0.78850912,-0.31880718,1,0,0,0,0
22999,0.29000000,0.43376155,0.78352403,-0.34976248,1,0,0,0,0
23099,0.62000000,0.47100924,0.78188879,-0.31087955,1,0,0,0,0
23199,0.96000000,0.56880739,0.78366990,-0.21486251,1,0,0,0,0
23299,0.73000000,0.60104591,0.78313321,-0.18208729,1,0,0,0,0
23399,0.84000000,0.64883673,0.78370187,-0.13486514,1,0,0,0,0
23499,0.49000000,0.61706939,0.78076485,-0.16369547,1,0,0,0,0
23599,0.65000000,0.62365551,0.77945721,-0.15580170,1,0,0,0,0
23699,0.43000000,0.58492441,0.77596263,-0.19103823,1,0,0,0,0
23799,0.44000000,0.55593953,0.77260301,-0.21666348,1,0,0,0,0
23899,0.52000000,0.54875162,0.77007698,-0.22132536,1,0,0,0,0
23999,0.77000000,0.59300130,0.77007621,-0.17707491,1,0,0,0,0
24099,0.58000000,0.59040104,0.76817545,-0.17777441,1,0,0,0,0
24199,0.93000000,0.65832083,0.76979369,-0.11147286,1,0,0,0,0
24299,0.72000000,0.67065666,0.76929575,-0.09863909,1,0,0,0,0
24399,0.67000000,0.67052533,0.76830280,-0.09777747,1,0,0,0,0
24499,0.37000000,0.61042026,0.76431977,-0.15389950,1,0,0,0,0
24599,0.34000000,0.55633621,0.76007657,-0.20374036,1,0,0,0,0
24699,0.31000000,0.50706897,0.75557581,-0.24850684,1,0,0,0,0
24799,0.75000000,0.55565518,0.75552005,-0.19986487,1,0,0,0,0
24899,0.73000000,0.59052414,0.75526485,-0.16474071,1,0,0,0,0
24999,0.55000000,0.58241931,0.75321220,-0.17079289,1,0,0,0,0
25099,0.53000000,0.57193545,0.75098008,-0.17904463,1,0,0,0,0
25199,0.66000000,0.58954836,0.75007028,-0.16052192,1,0,0,0,0
25299,0.57000000,0.58563869,0.74826957,-0.16263089,1,0,0,0,0
25399,0.75000000,0.61851095,0.74828688,-0.12977593,1,0,0,0,0
25499,0.55000000,0.60480876,0.74630401,-0.14149525,1,0,0,0,0
25599,0.65000000,0.61384701,0.74534097,-0.13149396,1,0,0,0,0
25699,0.72000000,0.63507761,0.74508756,-0.11000995,1,0,0,0,0
25799,0.46000000,0.60006209,0.74223668,-0.14217460,1,0,0,0,0
25899,0.46000000,0.57204967,0.73941432,-0.16736465,1,0,0,0,0
25999,0.49000000,0.55563973,0.73692017,-0.18128044,1,0,0,0,0
26099,0.41000000,0.52651179,0.73365097,-0.20713918,1,0,0,0,0
26199,0.63000000,0.54720943,0.73261446,-0.18540503,1,0,0,0,0
26299,0.69000000,0.57576754,0.73218832,-0.15642077,1,0,0,0,0
26399,0.75000000,0.61061404,0.73236643,-0.12175240,1,0,0,0,0
26499,0.78000000,0.64449123,0.73284277,-0.08835154,1,0,0,0,0
26599,0.67000000,0.64959298,0.73221434,-0.08262136,1,0,0,0,0
26699,0.89000000,0.69767439,0.73379220,-0.03611781,1,0,0,0,0
26799,0.63000000,0.68413951,0.73275428,-0.04861477,1,0,0,0,0
26899,0.73000000,0.69331161,0.73272673,-0.03941513,1,0,0,0,0
26999,0.42000000,0.63864929,0.72959947,-0.09095018,1,0,0,0,0
27099,0.76000000,0.66291943,0.72990347,-0.06698404,1,0,0,0,0
27199,0.93000000,0.71633554,0.73190444,-0.01556889,1,0,0,0,0
27299,0.79000000,0.73106843,0.73248539,-0.00141696,1,0,0,0,0
27399,0.71000000,0.72685475,0.73226054,-0.00540579,1,0,0,0,0
27499,0.92000000,0.76548380,0.73413793,0.03134586,1,0,0,0,0
27599,0.91000000,0.79438704,0.73589655,0.05849048,1,0,0,0,0
27699,0.98000000,0.83150963,0.73833759,0.09317204,1,0,0,0,0
27799,0.97000000,0.85920770,0.74065421,0.11855349,1,0,0,0,0
27899,0.88000000,0.86336616,0.74204767,0.12131849,1,0,0,0,0
27999,0.81000000,0.85269293,0.74272719,0.10996574,1,0,0,0,0
28099,0.59000000,0.80015434,0.74119992,0.05895442,1,0,0,0,0
28199,0.63000000,0.76612348,0.74008792,0.02603555,1,0,0,0,0
28299,0.83000000,0.77889878,0.74098704,0.03791174,1,0,0,0,0
28399,0.87000000,0.79711902,0.74227717,0.05484185,1,0,0,0,0
28499,0.80000000,0.79769522,0.74285440,0.05484082,1,0,0,0,0
28599,0.73000000,0.78415618,0.74272586,0.04143032,1,0,0,0,0
28699,0.52000000,0.73132494,0.74049860,-0.00917366,1,0,0,0,0
28799,0.44000000,0.67305995,0.73749361,-0.06443366,1,0,0,0,0
28899,0.39000000,0.61644796,0.73401868,-0.11757071,1,0,0,0,0
28999,0.58000000,0.60915837,0.73247849,-0.12332012,1,0,0,0,0
29099,0.36000000,0.55932670,0.72875370,-0.16942701,1,0,0,0,0
29199,0.53000000,0.55346136,0.72676617,-0.17330481,1,0,0,0,0
29299,0.58000000,0.55876909,0.72529851,-0.16652942,1,0,0,0,0
29399,0.47000000,0.54101527,0.72274552,-0.18173025,1,0,0,0,0
29499,0.66000000,0.56481221,0.72211807,-0.15730585,1,0,0,0,0
29599,0.67000000,0.58584977,0.72159689,-0.13574711,1,0,0,0,0
29699,0.62000000,0.59267982,0.72058092,-0.12790110,1,0,0,0,0
29799,0.67000000,0.60814385,0.72007511,-0.11193125,1,0,0,0,0
29899,0.55000000,0.59651508,0.71837436,-0.12185927,1,0,0,0,0
29999,0.67000000,0.61121207,0.71789061,-0.10667855,1,0,0,0,0
30099,0.30000000,0.54896965,0.71371171,-0.16474205,1,0,0,0,0
30199,0.33000000,0.50517572,0.70987459,-0.20469887,1,0,0,0,0
30299,0.39000000,0.48214058,0.70667584,-0.22453527,1,0,0,0,0
30399,0.45000000,0.47571246,0.70410909,-0.22839662,1,0,0,0,0
30499,0.48000000,0.47656997,0.70186799,-0.22529802,1,0,0,0,0
30599,0.45000000,0.47125598,0.69934931,-0.22809334,1,0,0,0,0
30699,0.48000000,0.47300478,0.69715582,-0.22415104,1,0,0,0,0
30799,0.57000000,0.49240382,0.69588426,-0.20348044,1,0,0,0,0
30899,0.56000000,0.50592306,0.69452542,-0.18860236,1,0,0,0,0
30999,0.41000000,0.48673845,0.69168017,-0.20494172,1,0,0,0,0
31099,0.30000000,0.44939076,0.68776336,-0.23837261,1,0,0,0,0
31199,0.04000000,0.36751261,0.68128573,-0.31377312,1,0,0,0,0
31299,0.06000000,0.30601009,0.67507287,-0.36906279,1,0,0,0,0
31399,0.14000000,0.27280807,0.66972214,-0.39691408,1,0,0,0,0
31499,0.28000000,0.27424645,0.66582492,-0.39157847,1,0,0,0,0
31599,0.30000000,0.27939716,0.66216667,-0.38276951,1,0,0,0,0
31699,0.32000000,0.28751773,0.65874501,-0.37122728,1,0,0,0,0
31799,0.17000000,0.26401418,0.65385756,-0.38984337,1,0,0,0,0
31899,0.56000000,0.32321135,0.65291898,-0.32970763,1,0,0,0,0
31999,0.56000000,0.37056908,0.65198979,-0.28142071,1,0,0,0,0
32099,0.65000000,0.42645526,0.65196989,-0.22551463,1,0,0,0,0
32199,0.49000000,0.43916421,0.65035020,-0.21118598,1,0,0,0,0
32299,0.67000000,0.48533137,0.65054669,-0.16521533,1,0,0,0,0
32399,0.67000000,0.52226509,0.65074123,-0.12847613,1,0,0,0,0
32499,0.59000000,0.53581208,0.65013381,-0.11432174,1,0,0,0,0
32599,0.37000000,0.50264966,0.64733248,-0.14468282,1,0,0,0,0
32699,0.37000000,0.47611973,0.64455915,-0.16843942,1,0,0,0,0
32799,0.44000000,0.46889578,0.64251356,-0.17361778,1,0,0,0,0
32899,0.49000000,0.47311663,0.64098842,-0.16787180,1,0,0,0,0
32999,0.42000000,0.46249330,0.63877854,-0.17628524,1,0,0,0,0
33099,0.40000000,0.44999464,0.63639075,-0.18639611,1,0,0,0,0
33199,0.02000000,0.36399571,0.63022685,-0.26623113,1,0,0,0,0
33299,0.05000000,0.30119657,0.62442458,-0.32322801,1,0,0,0,0
33399,0.09000000,0.25895726,0.61908033,-0.36012308,1,0,0,0,0
33499,0.22000000,0.25116580,0.61508953,-0.36392372,1,0,0,0,0
33599,0.26000000,0.25293264,0.61153863,-0.35860599,1,0,0,0,0
33699,0.37000000,0.27634612,0.60912325,-0.33277713,1,0,0,0,0
33799,0.42000000,0.30507689,0.60723202,-0.30215512,1,0,0,0,0
33899,0.43000000,0.33006151,0.60545969,-0.27539818,1,0,0,0,0
33999,0.65000000,0.39404921,0.60590510,-0.21185589,1,0,0,0,0
34099,0.61000000,0.43723937,0.60594605,-0.16870668,1,0,0,0,0
34199,0.37000000,0.42379149,0.60358659,-0.17979509,1,0,0,0,0
34299,0.51000000,0.44103320,0.60265072,-0.16161752,1,0,0,0,0
34399,0.38000000,0.42882656,0.60042421,-0.17159766,1,0,0,0,0
34499,0.49000000,0.44106125,0.59931997,-0.15825873,1,0,0,0,0
34599,0.47000000,0.44684900,0.59802677,-0.15117778,1,0,0,0,0
34699,0.56000000,0.46947920,0.59764650,-0.12816731,1,0,0,0,0
34799,0.35000000,0.44558336,0.59517004,-0.14958668,1,0,0,0,0
34899,0.25000000,0.40646669,0.59171834,-0.18525165,1,0,0,0,0
34999,0.27000000,0.37917335,0.58850116,-0.20932781,1,0,0,0,0
35099,0.73000000,0.44933868,0.58991614,-0.14057746,1,0,0,0,0
35199,1.00000000,0.55947094,0.59401698,-0.03454604,1,0,0,0,0
35299,0.51000000,0.54957675,0.59317681,-0.04360006,1,0,0,0,0
35399,0.48000000,0.53566140,0.59204504,-0.05638364,1,0,0,0,0
35499,0.58000000,0.54452912,0.59192459,-0.04739547,1,0,0,0,0
35599,0.46000000,0.52762330,0.59060535,-0.06298205,1,0,0,0,0
35699,0.36000000,0.49409864,0.58829929,-0.09420066,1,0,0,0,0
35799,0.71000000,0.53727891,0.58951630,-0.05223739,1,0,0,0,0
35899,0.65000000,0.55982313,0.59012114,-0.03029801,1,0,0,0,0
35999,0.74000000,0.59585850,0.59161993,0.00423858,1,0,0,0,0
36099,0.73000000,0.62268680,0.59300373,0.02968307,1,0,0,0,0
36199,0.48000000,0.59414944,0.59187369,0.00227575,1,0,0,0,0
36299,0.50000000,0.57531955,0.59095495,-0.01563540,1,0,0,0,0
36399,0.57000000,0.57425564,0.59074540,-0.01648976,1,0,0,0,0
36499,0.60000000,0.57940451,0.59083795,-0.01143344,1,0,0,0,0
36599,0.78000000,0.61952361,0.59272957,0.02679404,1,0,0,0,0
36699,0.85000000,0.66561889,0.59530227,0.07031661,1,0,0,0,0
36799,0.69000000,0.67049511,0.59624925,0.07424586,1,0,0,0,0
36899,0.39000000,0.61439609,0.59418676,0.02020933,1,0,0,0,0
36999,0.41000000,0.57351687,0.59234489,-0.01882802,1,0,0,0,0
37099,0.59000000,0.57681350,0.59232144,-0.01550795,1,0,0,0,0
37199,0.20000000,0.50145080,0.58839823,-0.08694743,1,0,0,0,0
37299,0.10000000,0.42116064,0.58351425,-0.16235361,1,0,0,0,0
37399,0.36000000,0.40892851,0.58127910,-0.17235059,1,0,0,0,0
37499,0.72000000,0.47114281,0.58266631,-0.11152350,1,0,0,0,0
37599,0.73000000,0.52291425,0.58413965,-0.06122540,1,0,0,0,0
37699,0.66000000,0.55033140,0.58489825,-0.03456686,1,0,0,0,0
37799,0.69000000,0.57826512,0.58594927,-0.00768415,1,0,0,0,0
37899,0.77000000,0.61661209,0.58778978,0.02882232,1,0,0,0,0
37999,0.63000000,0.61928968,0.58821188,0.03107780,1,0,0,0,0
38099,0.29000000,0.55343174,0.58522976,-0.03179802,1,0,0,0,0
38199,0.17000000,0.47674539,0.58107746,-0.10433207,1,0,0,0,0
38299,0.21000000,0.42339631,0.57736669,-0.15397038,1,0,0,0,0
38399,0.47000000,0.43271705,0.57629302,-0.14357597,1,0,0,0,0
38499,0.52000000,0.45017364,0.57573009,-0.12555645,1,0,0,0,0
38599,0.34000000,0.42813891,0.57337279,-0.14523388,1,0,0,0,0
38699,0.52000000,0.44651113,0.57283906,-0.12632793,1,0,0,0,0
38799,0.52000000,0.46120890,0.57231067,-0.11110177,1,0,0,0,0
38899,0.75000000,0.51896712,0.57408757,-0.05512044,1,0,0,0,0
38999,0.74000000,0.56317370,0.57574669,-0.01257299,1,0,0,0,0
39099,0.31000000,0.51253896,0.57308922,-0.06055026,1,0,0,0,0
39199,0.15000000,0.44003117,0.56885833,-0.12882716,1,0,0,0,0
39299,0.26000000,0.40402493,0.56576975,-0.16174481,1,0,0,0,0
39399,0.33000000,0.38921995,0.56341205,-0.17419210,1,0,0,0,0
39499,0.46000000,0.40337596,0.56237793,-0.15900197,1,0,0,0,0
39599,0.50000000,0.42270077,0.56175415,-0.13905338,1,0,0,0,0
39699,0.40000000,0.41816061,0.56013661,-0.14197600,1,0,0,0,0
39799,0.30000000,0.39452849,0.55753524,-0.16300675,1,0,0,0,0
39899,0.50000000,0.41562279,0.55695989,-0.14133710,1,0,0,0,0
39999,0.30000000,0.39249823,0.55439029,-0.16189206,1,0,0,0,0
40099,0.32000000,0.37799859,0.55204639,-0.17404780,1,0,0,0,0
40199,0.29000000,0.36039887,0.54942592,-0.18902706,1,0,0,0,0
40299,0.29000000,0.34631910,0.54683167,-0.20051257,1,0,0,0,0
40399,0.46000000,0.36905528,0.54596335,-0.17690807,1,0,0,0,0
40499,0.47000000,0.38924422,0.54520372,-0.15595949,1,0,0,0,0
40599,0.73000000,0.45739538,0.54705168,-0.08965630,1,0,0,0,0
40699,0.66000000,0.49791630,0.54818116,-0.05026486,1,0,0,0,0
40799,0.65000000,0.52833304,0.54919935,-0.02086631,1,0,0,0,0
40899,0.67000000,0.55666643,0.55040736,0.00625908,1,0,0,0,0
40999,0.56000000,0.55733315,0.55050328,0.00682986,1,0,0,0,0
41099,0.32000000,0.50986652,0.54819825,-0.03833173,1,0,0,0,0
41199,0.35000000,0.47789321,0.54621627,-0.06832305,1,0,0,0,0
41299,0.51000000,0.48431457,0.54585410,-0.06153953,1,0,0,0,0
41399,0.61000000,0.50945166,0.54649556,-0.03704391,1,0,0,0,0
41499,0.47000000,0.50156133,0.54573061,-0.04416928,1,0,0,0,0
41599,0.32000000,0.46524906,0.54347330,-0.07822424,1,0,0,0,0
41699,0.51000000,0.47419925,0.54313857,-0.06893932,1,0,0,0,0
41799,0.54000000,0.48735940,0.54310718,-0.05574778,1,0,0,0,0
41899,0.62000000,0.51388752,0.54387611,-0.02998859,1,0,0,0,0
41999,0.39000000,0.48911002,0.54233735,-0.05322734,1,0,0,0,0
42099,0.36000000,0.46328801,0.54051398,-0.07722596,1,0,0,0,0
42199,0.25000000,0.42063041,0.53760884,-0.11697843,1,0,0,0,0
42299,0.39000000,0.41450433,0.53613275,-0.12162842,1,0,0,0,0
42399,0.38000000,0.40760346,0.53457142,-0.12696796,1,0,0,0,0
42499,0.26000000,0.37808277,0.53182571,-0.15374294,1,0,0,0,0
42599,0.53000000,0.40846622,0.53180745,-0.12334123,1,0,0,0,0
42699,0.33000000,0.39277297,0.52978938,-0.13701640,1,0,0,0,0
42799,0.54000000,0.42221838,0.52989148,-0.10767310,1,0,0,0,0
42899,0.52000000,0.44177470,0.52979257,-0.08801786,1,0,0,0,0
42999,0.47000000,0.44741976,0.52919464,-0.08177488,1,0,0,0,0
43099,0.12000000,0.38193581,0.52510269,-0.14316689,1,0,0,0,0
43199,0.27000000,0.35954865,0.52255167,-0.16300302,1,0,0,0,0
43299,0.21000000,0.32963892,0.51942615,-0.18978723,1,0,0,0,0
43399,0.30000000,0.32371113,0.51723189,-0.19352076,1,0,0,0,0
43499,0.57000000,0.37296891,0.51775957,-0.14479066,1,0,0,0,0
43599,0.64000000,0.42637513,0.51898197,-0.09260685,1,0,0,0,0
43699,0.54000000,0.44910010,0.51919216,-0.07009205,1,0,0,0,0
43799,0.45000000,0.44928008,0.51850023,-0.06922015,1,0,0,0,0
43899,0.32000000,0.42342406,0.51651523,-0.09309117,1,0,0,0,0
43999,0.22000000,0.38273925,0.51355008,-0.13081083,1,0,0,0,0
44099,0.20000000,0.34619140,0.51041458,-0.16422318,1,0,0,0,0
44199,0.08000000,0.29295312,0.50611043,-0.21315731,1,0,0,0,0
44299,0.14000000,0.26236250,0.50244933,-0.24008683,1,0,0,0,0
44399,0.28000000,0.26589000,0.50022483,-0.23433484,1,0,0,0,0
44499,0.24000000,0.26071200,0.49762259,-0.23691059,1,0,0,0,0
44599,0.42000000,0.29256960,0.49684636,-0.20427676,1,0,0,0,0
44699,0.47000000,0.32805568,0.49657790,-0.16852222,1,0,0,0,0
44799,0.47000000,0.35644454,0.49631212,-0.13986758,1,0,0,0,0
44899,0.51000000,0.38715563,0.49644900,-0.10929336,1,0,0,0,0
44999,0.30000000,0.36972451,0.49448451,-0.12476000,1,0,0,0,0
45099,0.48000000,0.39177961,0.49433966,-0.10256006,1,0,0,0,0
45199,0.48000000,0.40942368,0.49419627,-0.08477258,1,0,0,0,0
45299,0.78000000,0.48353895,0.49705430,-0.01351535,1,0,0,0,0
45399,0.74000000,0.53483116,0.49948376,0.03534740,1,0,0,0,0
45499,0.68000000,0.56386493,0.50128892,0.06257600,1,0,0,0,0
45599,0.67000000,0.58509194,0.50297603,0.08211591,1,0,0,0,0
45699,0.27000000,0.52207355,0.50064627,0.02142728,1,0,0,0,0
45799,0.18000000,0.45365884,0.49743981,-0.04378097,1,0,0,0,0
45899,0.22000000,0.40692707,0.49466541,-0.08773834,1,0,0,0,0
45999,0.22000000,0.36954166,0.49191876,-0.12237710,1,0,0,0,0
46099,0.49000000,0.39363333,0.49189957,-0.09826624,1,0,0,0,0
46199,0.27000000,0.36890666,0.48968057,-0.12077391,1,0,0,0,0
46299,0.38000000,0.37112533,0.48858377,-0.11745844,1,0,0,0,0
46399,0.29000000,0.35490026,0.48659793,-0.13169767,1,0,0,0,0
46499,0.26000000,0.33592021,0.48433195,-0.14841174,1,0,0,0,0
46599,0.26000000,0.32073617,0.48208863,-0.16135246,1,0,0,0,0
