block_end_step,detector_epoch,block_valid,block_win_rate,block_familiarity,block_weight_sum,q_short,q_long,rate_gap,detector_armed,regime_change,positive_streak,initial_stabilization_streak,rearm_streak,initial_arming_complete,rate_warmup_remaining
19599,0,1,0.94561554,0.96097249,96.09724902,0.96098221,0.74718561,0.21379660,0,0,0,0,0,0,0
19699,0,1,0.84989830,0.93551614,93.55161402,0.93876543,0.74821274,0.19055269,0,0,0,0,0,0,0
19799,0,1,0.95016918,0.95419298,95.41929771,0.94104618,0.75023230,0.19081388,0,0,0,0,0,0,0
19899,0,1,0.98123846,0.95546170,95.54616989,0.94908464,0.75254236,0.19654227,0,0,0,0,0,0,0
19999,0,1,0.87636922,0.94410530,94.41052952,0.93454155,0.75378063,0.18076092,0,0,0,0,0,0,0
20099,0,1,0.01045997,0.95598597,95.59859684,0.74972524,0.74634742,0.00337781,0,0,0,0,0,0,0
20199,0,1,0.44300555,0.95683402,95.68340240,0.68838130,0.74331401,-0.05493270,0,0,0,0,0,0,0
20299,0,1,0.55686571,0.93551073,93.55107335,0.66207818,0.74144952,-0.07937134,0,0,0,0,0,0,0
20399,0,1,0.86704864,0.96233206,96.23320612,0.70307227,0.74270551,-0.03963324,0,0,0,0,0,0,0
20499,0,1,0.87385463,0.95887433,95.88743300,0.73722875,0.74401700,-0.00678826,0,0,0,0,0,0,0
20599,0,1,0.89866402,0.97282198,97.28219751,0.76951580,0.74556347,0.02395233,0,0,0,0,0,0,0
20699,0,1,0.78651599,0.94960636,94.96063649,0.77291584,0.74597300,0.02694284,0,0,0,1,0,0,0
20799,0,1,0.79696160,0.95142779,95.14277865,0.77772499,0.74648289,0.03124211,0,0,0,2,0,0,0
20899,0,1,0.83747226,0.94506752,94.50675181,0.78967445,0.74739278,0.04228167,0,0,0,3,0,0,0
20999,0,1,0.82075862,0.95437890,95.43789012,0.79589128,0.74812644,0.04776484,1,0,0,0,0,1,0
21099,0,1,0.14661735,0.92238040,92.23804024,0.66603649,0.74211135,-0.07607485,1,0,0,0,0,1,0
21199,0,1,0.44805440,0.92644431,92.64443059,0.62244007,0.73917078,-0.11673070,1,0,0,0,0,1,0
21299,0,1,0.52838296,0.94825920,94.82591953,0.60362865,0.73706290,-0.13343425,1,0,0,0,0,1,0
21399,0,1,0.48374125,0.97793493,97.79349287,0.57965117,0.73452968,-0.15487851,1,0,0,0,0,1,0
21499,0,1,0.46521544,0.95757755,95.75775485,0.55676403,0.73183654,-0.17507252,1,0,0,0,0,1,0
21599,0,1,0.46162409,0.95794775,95.79477546,0.53773604,0.72913442,-0.19139838,1,0,0,0,0,1,0
21699,0,1,0.50778778,0.96654394,96.65439416,0.53174639,0.72692095,-0.19517456,1,0,0,0,0,1,0
21799,0,1,0.65011111,0.97648949,97.64894949,0.55541933,0.72615285,-0.17073352,1,0,0,0,0,1,0
21899,0,1,0.67490761,0.96970802,96.97080183,0.57931699,0.72564040,-0.14632341,1,0,0,0,0,1,0
21999,0,1,0.79602566,0.96420409,96.42040939,0.62265872,0.72634425,-0.10368553,1,0,0,0,0,1,0
22099,0,1,0.28709246,0.94884294,94.88429401,0.55554547,0.72195173,-0.16640626,1,0,0,0,0,1,0
22199,0,1,0.87057097,0.97337361,97.33736146,0.61855057,0.72343793,-0.10488736,1,0,0,0,0,1,0
22299,0,1,0.89996155,0.95967096,95.96709614,0.67483277,0.72520316,-0.05037040,1,0,0,0,0,1,0
22399,0,1,0.55338365,0.93548335,93.54833487,0.65054294,0.72348497,-0.07294203,1,0,0,0,0,1,0
22499,0,1,0.70468006,0.94936560,94.93655995,0.66137037,0.72329692,-0.06192655,1,0,0,0,0,1,0
22599,0,1,0.82696908,0.95078756,95.07875607,0.69449011,0.72433364,-0.02984353,1,0,0,0,0,1,0
22699,0,1,0.84095274,0.94440832,94.44083171,0.72378263,0.72549983,-0.00171720,1,0,0,0,0,1,0
22799,0,1,0.80285825,0.96007734,96.00773401,0.73959776,0.72627341,0.01332434,1,0,0,0,0,1,0
22899,0,1,0.70062486,0.95497281,95.49728146,0.73180318,0.72601693,0.00578625,1,0,0,0,0,1,0
22999,0,1,0.70185966,0.97369581,97.36958101,0.72581447,0.72577536,0.00003912,1,0,0,0,0,1,0
23099,0,1,0.55026947,0.93449010,93.44900992,0.69070547,0.72402030,-0.03331482,1,0,0,0,0,1,0
23199,0,1,0.98888526,0.87957915,87.95791483,0.75034143,0.72666895,0.02367248,1,0,0,0,0,1,0
23299,0,1,0.86625944,0.96577756,96.57775591,0.77352503,0.72806485,0.04546018,1,0,0,0,0,1,0
23399,0,1,0.84048868,0.98016071,98.01607100,0.78691776,0.72918909,0.05772867,1,0,0,0,0,1,0
23499,0,1,0.49178722,0.96782024,96.78202390,0.72789165,0.72681507,0.00107658,1,0,0,0,0,1,0
23599,0,1,0.64381971,0.97074521,97.07452110,0.71107726,0.72598512,-0.01490785,1,0,0,0,0,1,0
23699,0,1,0.80797368,0.97217709,97.21770896,0.73045655,0.72680500,0.00365154,1,0,0,0,0,1,0
23799,0,1,0.82919323,0.97676833,97.67683297,0.75020388,0.72782889,0.02237500,1,0,0,0,0,1,0
23899,0,1,0.87923285,0.97955462,97.95546206,0.77600968,0.72934293,0.04666675,1,0,0,0,0,1,0
23999,0,1,0.90144389,0.99410430,99.41042961,0.80109652,0.73106394,0.07003258,1,0,0,0,0,1,0
24099,0,1,0.58086577,0.97676735,97.67673542,0.75705037,0.72956195,0.02748842,1,0,0,0,0,1,0
24199,0,1,0.97273289,0.96331796,96.33179633,0.80018687,0.73199366,0.06819321,1,0,0,0,0,1,0
24299,0,1,0.69709716,0.98464335,98.46433503,0.77956893,0.73164470,0.04792423,1,0,0,0,0,1,0
24399,0,1,0.68963141,0.98626873,98.62687258,0.76158143,0.73122457,0.03035686,1,0,0,0,0,1,0
24499,0,1,0.80278082,0.97737497,97.73749688,0.76982130,0.73194013,0.03788118,1,0,0,0,0,1,0
24599,0,1,0.76969632,0.96756095,96.75609457,0.76979631,0.73231769,0.03747862,1,0,0,0,0,1,0
24699,0,1,0.81447067,0.96812360,96.81236027,0.77873118,0.73313922,0.04559196,1,0,0,0,0,1,0
24799,0,1,0.93088619,0.97805287,97.80528742,0.80916218,0.73511669,0.07404550,1,0,0,0,0,1,0
24899,0,1,0.81510112,0.97425284,97.42528392,0.81034997,0.73591653,0.07443344,1,0,0,0,0,1,0
24999,0,1,0.82169648,0.96650186,96.65018590,0.81261927,0.73677433,0.07584494,1,0,0,0,0,1,0
25099,0,1,0.48578435,0.96943528,96.94352760,0.74725229,0.73426443,0.01298785,1,0,0,0,0,1,0
25199,0,1,0.61815496,0.97590521,97.59052141,0.72143282,0.73310334,-0.01167052,1,0,0,0,0,1,0
25299,0,1,0.65133663,0.97946848,97.94684761,0.70741358,0.73228567,-0.02487209,1,0,0,0,0,1,0
25399,0,1,0.87925807,0.97887429,97.88742946,0.74178248,0.73375540,0.00802709,1,0,0,0,0,1,0
25499,0,1,0.81381603,0.97588094,97.58809414,0.75618919,0.73455600,0.02163319,1,0,0,0,0,1,0
25599,0,1,0.79960584,0.97565844,97.56584377,0.76487252,0.73520650,0.02966602,1,0,0,0,0,1,0
25699,0,1,0.89458292,0.98878850,98.87885030,0.79081460,0.73680026,0.05401434,1,0,0,0,0,1,0
25799,0,1,0.76044639,0.96752499,96.75249924,0.78474096,0.73703673,0.04770423,1,0,0,0,0,1,0
25899,0,1,0.67988330,0.97437273,97.43727319,0.76376943,0.73646519,0.02730424,1,0,0,0,0,1,0
25999,0,1,0.79588465,0.93717378,93.71737821,0.77019247,0.73705939,0.03313309,1,0,0,0,0,1,0
26099,0,1,0.60985871,0.97056550,97.05654973,0.73812572,0.73578738,0.00233834,1,0,0,0,0,1,0
26199,0,1,0.68703304,0.95662131,95.66213109,0.72790718,0.73529984,-0.00739265,1,0,0,0,0,1,0
26299,0,1,0.89466384,0.98119899,98.11989864,0.76125851,0.73689348,0.02436504,1,0,0,0,0,1,0
26399,0,1,0.87378158,0.98411556,98.41155619,0.78376313,0.73826236,0.04550077,1,0,0,0,0,1,0
26499,0,1,0.88718705,0.97802493,97.80249301,0.80444791,0.73975160,0.06469631,1,0,0,0,0,1,0
26599,0,1,0.90071011,0.96623332,96.62333180,0.82370035,0.74136119,0.08233916,1,0,0,0,0,1,0
26699,0,1,0.96010937,0.98119090,98.11909036,0.85098215,0.74354867,0.10743348,1,0,0,0,0,1,0
26799,0,1,0.83531474,0.97572292,97.57229186,0.84784867,0.74446633,0.10338234,1,0,0,0,0,1,0
26899,0,1,0.88176655,0.98293647,98.29364697,0.85463225,0.74583933,0.10879291,1,0,0,0,0,1,0
26999,0,1,0.84611666,0.95433066,95.43306648,0.85292913,0.74684211,0.10608702,1,0,0,0,0,1,0
27099,0,1,0.81118817,0.95384483,95.38448310,0.84458094,0.74748557,0.09709537,1,0,0,0,0,1,0
27199,0,1,1.00000000,0.96705443,96.70544307,0.87566475,0.75001071,0.12565404,1,0,0,0,0,1,0
27299,0,1,0.81848201,0.98629761,98.62976068,0.86422820,0.75069542,0.11353278,1,0,0,0,0,1,0
27399,0,1,0.98971087,0.96466237,96.46623710,0.88932474,0.75308558,0.13623916,1,0,0,0,0,1,0
27499,0,1,1.00000000,0.98508541,98.50854102,0.91145979,0.75555472,0.15590507,1,0,1,0,0,1,0
27599,0,1,0.96905972,0.96425179,96.42517855,0.92297977,0.75768977,0.16529000,1,0,2,0,0,1,0
27699,0,1,0.99029007,0.98347856,98.34785630,0.93644183,0.76001578,0.17642606,0,1,0,0,0,1,0
