step,fast_slow_gap,fast_wins,state_pseudo_count,state_familiarity_weight,familiarity_ready,familiarity_warmup_remaining,block_completed,block_valid,block_win_rate,block_familiarity,block_weight_sum,q_short,q_long,rate_gap,detector_armed,regime_change,positive_streak,initial_stabilization_streak,rearm_streak,initial_arming_complete,rate_warmup_remaining,initial_warmup_remaining,log_p_fast,log_p_slow,fast_mean_total_var,slow_mean_total_var,fast_mean_epistemic_var,slow_mean_epistemic_var,predictor_nll
28699,-0.91325283,0,23,0.89974116,1,0,1,1,0.52162552,0.98964795,98.96479487,0.73233490,0.68767474,0.04466016,0,0,0,0,0,0,0,0,-16.44522858,-15.53197575,15.91133499,21.49363518,0.05852969,0.05946805,16.56162262
28700,0.30176353,1,57,0.99665403,1,0,0,0,nan,nan,nan,0.73233490,0.68767474,0.04466016,0,0,0,0,0,0,0,0,-17.99309158,-18.29485512,23.85525703,33.32509613,0.06548205,0.06480328,20.93890238
28799,-1.92525673,0,117,0.99999171,1,0,1,1,0.44974664,0.97561308,97.56130777,0.67581725,0.68529546,-0.00947821,0,0,0,0,0,0,0,0,-20.27217674,-18.34692001,27.83440208,36.51325989,0.07304659,0.06447563,28.03954315
28800,-0.72581673,0,150,0.99999969,1,0,0,0,nan,nan,nan,0.67581725,0.68529546,-0.00947821,0,0,0,0,0,0,0,0,-15.60374165,-14.87792492,21.81933784,30.12043571,0.04584548,0.03781170,16.02472687
28899,0.51131630,1,100,0.99995460,1,0,1,1,0.39145713,0.99464419,99.46441860,0.61894522,0.68235708,-0.06341185,0,0,0,0,0,0,0,0,-14.99081230,-15.50212860,18.78268433,25.62524605,0.05546889,0.04856842,15.69274883
28900,-0.01709557,0,337,1.00000000,1,0,0,0,nan,nan,nan,0.61894522,0.68235708,-0.06341185,0,0,0,0,0,0,0,0,-18.65955544,-18.64245987,10.64895248,14.35767078,0.04873910,0.05143728,18.79780102
28999,-0.39557457,0,200,1.00000000,1,0,1,1,0.57819419,0.99510794,99.51079426,0.61079502,0.68131545,-0.07052043,0,0,0,0,0,0,0,0,-15.60572529,-15.21015072,14.72848129,19.72933388,0.04655688,0.04407500,16.87493324
29000,-0.51926804,0,279,1.00000000,1,0,0,0,nan,nan,nan,0.61079502,0.68131545,-0.07052043,0,0,0,0,0,0,0,0,-30.64794350,-30.12867546,1.30782533,1.36611700,0.00499116,0.00461891,31.38614845
29099,-0.30695629,0,183,0.99999999,1,0,1,1,0.35876548,0.96342806,96.34280631,0.56038911,0.67808995,-0.11770084,0,0,0,0,0,0,0,0,-14.71471691,-14.40776062,8.15168762,8.96921158,0.04198864,0.04285222,14.06286971
29100,0.18817043,1,155,0.99999981,1,0,0,0,nan,nan,nan,0.56038911,0.67808995,-0.11770084,0,0,0,0,0,0,0,0,-12.38072586,-12.56889629,14.90154171,16.73567390,0.03859608,0.04047497,12.21233130
29199,-0.28901863,0,121,0.99999444,1,0,1,1,0.53420539,0.99145330,99.14532998,0.55515237,0.67665110,-0.12149874,0,0,0,0,0,0,0,0,-14.75561142,-14.46659279,17.42224121,20.39675140,0.05870893,0.06252223,15.85152459
29200,-0.40945625,0,31,0.95495080,1,0,0,0,nan,nan,nan,0.55515237,0.67665110,-0.12149874,0,0,0,0,0,0,0,0,-17.11558342,-16.70612717,12.93035507,15.34960461,0.04835597,0.05124638,17.94649251
29299,-0.02515984,0,108,0.99997960,1,0,1,1,0.57938417,0.99460903,99.46090273,0.55999873,0.67567843,-0.11567971,0,0,0,0,0,0,0,0,-15.80106163,-15.77590179,16.28140259,20.04917717,0.06357791,0.06108530,16.30537758
29300,-1.02440548,0,125,0.99999627,1,0,0,0,nan,nan,nan,0.55999873,0.67567843,-0.11567971,0,0,0,0,0,0,0,0,-13.74834347,-12.72393799,44.77446747,47.24378967,0.13320668,0.13704629,24.75490729
29399,0.06243134,1,287,1.00000000,1,0,1,1,0.47297083,0.98599903,98.59990259,0.54259315,0.67365136,-0.13105821,0,0,0,0,0,0,0,0,-14.49109077,-14.55352211,13.98478031,16.74108887,0.05316669,0.05300176,15.02954793
29400,0.21634674,1,158,0.99999986,1,0,0,0,nan,nan,nan,0.54259315,0.67365136,-0.13105821,0,0,0,0,0,0,0,0,-11.76036644,-11.97671318,29.40996552,35.69459915,0.07301136,0.07176607,12.96681976
29499,-0.45302773,0,136,0.99999876,1,0,1,1,0.66230510,0.99408008,99.40800834,0.56653554,0.67353790,-0.10700236,0,0,0,0,0,0,0,0,-16.37341309,-15.92038536,24.18435097,29.92207146,0.08125296,0.08631815,18.35458628
29500,0.33335876,1,106,0.99997508,1,0,0,0,nan,nan,nan,0.56653554,0.67353790,-0.10700236,0,0,0,0,0,0,0,0,-16.22891235,-16.56227112,34.63834000,39.37211609,0.10197569,0.10628194,17.58321095
29599,0.56611919,1,63,0.99816370,1,0,1,1,0.66993277,0.99578399,99.57839862,0.58721498,0.67350184,-0.08628686,0,0,0,0,0,0,0,0,-14.35085487,-14.91697407,27.28237343,34.63082123,0.08870985,0.09439689,18.22346954
29600,-0.59668064,0,270,1.00000000,1,0,0,0,nan,nan,nan,0.58721498,0.67350184,-0.08628686,0,0,0,0,0,0,0,0,-15.78404331,-15.18736267,11.08686161,13.89084911,0.06935724,0.06827228,17.17511145
29699,0.64562225,1,182,0.99999999,1,0,1,1,0.61938620,0.99812071,99.81207081,0.59364923,0.67296069,-0.07931146,0,0,0,0,0,0,0,0,-13.88910007,-14.53472233,16.69555664,21.04619026,0.06670710,0.07286728,14.70684185
29700,0.50666523,1,91,0.99988833,1,0,0,0,nan,nan,nan,0.59364923,0.67296069,-0.07931146,0,0,0,0,0,0,0,0,-13.33184528,-13.83851051,11.00399017,13.67347145,0.03297380,0.03246346,13.57187080
29799,0.37667274,1,73,0.99932446,1,0,1,1,0.67005119,0.99900287,99.90028743,0.60892962,0.67293159,-0.06400197,0,0,0,0,0,0,0,0,-12.23210335,-12.60877609,15.86384392,19.81852341,0.08297515,0.07827417,13.93040975
29800,0.70192909,1,74,0.99938875,1,0,0,0,nan,nan,nan,0.60892962,0.67293159,-0.06400197,0,0,0,0,0,0,0,0,-11.12672043,-11.82864952,6.90083838,7.94218111,0.03462793,0.03450244,11.55051422
29899,0.47467518,1,262,1.00000000,1,0,1,1,0.54831913,0.99600976,99.60097641,0.59680752,0.67168547,-0.07487795,0,0,0,0,0,0,0,0,-11.77650356,-12.25117874,15.08406925,18.93610001,0.04418778,0.04240475,12.31008091
29900,0.18232822,1,328,1.00000000,1,0,0,0,nan,nan,nan,0.59680752,0.67168547,-0.07487795,0,0,0,0,0,0,0,0,-12.20877457,-12.39110279,15.54913998,19.86108017,0.04044956,0.04286946,12.83518052
29999,0.69878769,1,280,1.00000000,1,0,1,1,0.67114905,0.99405925,99.40592509,0.61167583,0.67168010,-0.06000428,0,0,0,0,0,0,0,0,-15.11252880,-15.81131649,18.81099701,23.32712746,0.05165126,0.05267892,15.54746532
30000,-0.72475433,0,271,1.00000000,1,0,0,0,nan,nan,nan,0.61167583,0.67168010,-0.06000428,0,0,0,0,0,0,0,0,-41.24308777,-40.51833344,1.29494584,1.35124803,0.00877367,0.00823673,41.80157852
30099,-1.95751190,0,50,0.99326205,1,0,1,1,0.29788613,0.96960084,96.96008379,0.54891789,0.66794216,-0.11902428,0,0,0,0,0,0,0,0,-17.51073647,-15.55322456,13.68760490,16.07783127,0.03647686,0.04047275,19.95862675
30100,0.74703503,1,75,0.99944692,1,0,0,0,nan,nan,nan,0.54891789,0.66794216,-0.11902428,0,0,0,0,0,0,0,0,-13.28285980,-14.02989483,40.07004166,44.20422745,0.05674966,0.05416996,nan
30199,-0.97951889,0,208,1.00000000,1,0,1,1,0.33092427,0.99672824,99.67282390,0.50531916,0.66457198,-0.15925282,0,0,0,0,0,0,0,0,-14.80175114,-13.82223225,11.57955933,14.32030773,0.07696870,0.07059821,14.42729505
30200,-0.72043419,0,231,1.00000000,1,0,0,0,nan,nan,nan,0.50531916,0.66457198,-0.15925282,0,0,0,0,0,0,0,0,-16.37964630,-15.65921211,17.96123886,21.26465034,0.05336466,0.05457465,17.44535383
30299,0.75148582,1,146,0.99999954,1,0,1,1,0.39012868,0.99803734,99.80373393,0.48228107,0.66182755,-0.17954649,0,0,0,0,0,0,0,0,-12.77087593,-13.52236176,21.47314453,26.30894470,0.09699711,0.10039195,13.31880703
30300,-0.64632511,0,103,0.99996637,1,0,0,0,nan,nan,nan,0.48228107,0.66182755,-0.17954649,0,0,0,0,0,0,0,0,-13.98539352,-13.33906841,16.63574982,20.08789635,0.06782467,0.06535823,13.92085457
30399,0.40603065,1,306,1.00000000,1,0,1,1,0.45123506,0.99190538,99.19053796,0.47607187,0.65972163,-0.18364976,0,0,0,0,0,0,0,0,-16.74489975,-17.15093040,18.38028908,22.62389946,0.05846024,0.05682526,17.66462390
30400,-0.36683083,0,111,0.99998489,1,0,0,0,nan,nan,nan,0.47607187,0.65972163,-0.18364976,0,0,0,0,0,0,0,0,-14.38800049,-14.02116966,14.60558033,17.30540657,0.03477979,0.03407262,13.74859905
30499,-0.89664650,0,191,0.99999999,1,0,1,1,0.48071020,0.99516484,99.51648377,0.47699953,0.65793151,-0.18093198,0,0,0,0,0,0,0,0,-17.00932693,-16.11268044,30.40504646,35.06379700,0.08551320,0.08052215,21.25543467
30500,0.72358704,1,43,0.98643144,1,0,0,0,nan,nan,nan,0.47699953,0.65793151,-0.18093198,0,0,0,0,0,0,0,0,-13.92073441,-14.64432144,21.86404800,25.72879028,0.09200236,0.08494724,16.41320992
30599,0.41762924,1,82,0.99972535,1,0,1,1,0.45013202,0.99927095,99.92709504,0.47162603,0.65585352,-0.18422749,0,0,0,0,0,0,0,0,-14.01176167,-14.42939091,11.83506203,13.71333218,0.05994815,0.05659666,13.33373260
30600,-0.14881134,0,130,0.99999774,1,0,0,0,nan,nan,nan,0.47162603,0.65585352,-0.18422749,0,0,0,0,0,0,0,0,-11.71720886,-11.56839752,13.85244370,16.36703110,0.07811657,0.07725367,11.84355640
30699,-1.26943207,0,27,0.93279449,1,0,1,1,0.48005453,0.99729435,99.72943479,0.47331173,0.65409553,-0.18078380,0,0,0,0,0,0,0,0,-21.16303635,-19.89360428,17.93759346,21.25469971,0.07268465,0.06638395,26.98373795
30700,1.56734657,1,28,0.93918994,1,0,0,0,nan,nan,nan,0.47331173,0.65409553,-0.18078380,0,0,0,0,0,0,0,0,-14.04541111,-15.61275768,31.60083771,37.60323715,0.09599883,0.09390695,18.78495979
30799,0.59871292,1,186,0.99999999,1,0,1,1,0.57224093,0.99488701,99.48870128,0.49309757,0.65327698,-0.16017941,0,0,0,0,0,0,0,0,-18.05970383,-18.65841675,17.42664146,19.89440918,0.06323196,0.05890789,18.03729248
30800,-1.69147110,0,62,0.99797057,1,0,0,0,nan,nan,nan,0.49309757,0.65327698,-0.16017941,0,0,0,0,0,0,0,0,-13.28012466,-11.58865356,27.09928322,32.02720261,0.11061351,0.09866433,19.05141506
30899,0.76770210,1,141,0.99999925,1,0,1,1,0.55989400,0.97954597,97.95459717,0.50645686,0.65234315,-0.14588630,0,0,0,0,0,0,0,0,-10.68326855,-11.45097065,24.26924896,28.70918846,0.10380891,0.09751560,12.11625767
30900,-1.10163116,0,371,1.00000000,1,0,0,0,nan,nan,nan,0.50645686,0.65234315,-0.14588630,0,0,0,0,0,0,0,0,-22.49585342,-21.39422226,8.50128555,9.05920887,0.04827172,0.04257299,23.64229774
30999,0.36075497,1,235,1.00000000,1,0,1,1,0.41016367,0.99680874,99.68087360,0.48719822,0.64992136,-0.16272314,0,0,0,0,0,0,0,0,-14.24838257,-14.60913754,8.42333317,8.92237854,0.04481347,0.03894739,14.33336425
31000,-0.25326920,0,278,1.00000000,1,0,0,0,nan,nan,nan,0.48719822,0.64992136,-0.16272314,0,0,0,0,0,0,0,0,-32.38820648,-32.13493729,1.29174995,1.32275438,0.00695567,0.00609550,32.10704899
31099,-2.07308960,0,128,0.99999724,1,0,1,1,0.29532948,0.96815853,96.81585307,0.44882447,0.64637544,-0.19755097,0,0,0,0,0,0,0,0,-15.36319733,-13.29010773,14.12046242,16.96369743,0.04256587,0.03751383,16.29044978
31100,-2.22049904,0,312,1.00000000,1,0,0,0,nan,nan,nan,0.44882447,0.64637544,-0.19755097,0,0,0,0,0,0,0,0,-15.59831142,-13.37781239,20.43349838,24.08589363,0.09018259,0.07745215,17.18260884
31199,-2.23804474,0,139,0.99999908,1,0,1,1,0.04015765,0.99601783,99.60178342,0.36709111,0.64031326,-0.27322215,0,0,0,0,0,0,0,0,-20.59286499,-18.35482025,14.22294617,16.55458450,0.05213374,0.05098061,20.72542572
31200,-1.55573177,0,104,0.99996957,1,0,0,0,nan,nan,nan,0.36709111,0.64031326,-0.27322215,0,0,0,0,0,0,0,0,-13.88938427,-12.33365250,38.24013901,42.25982666,0.17387827,0.17216597,17.03190470
31299,-0.60230541,0,216,1.00000000,1,0,1,1,0.05955764,0.99059002,99.05900181,0.30558441,0.63450570,-0.32892129,0,0,0,0,0,0,0,0,-13.86194611,-13.25964069,7.29305935,7.56603050,0.03756598,0.03809335,13.86587381
31300,-0.80211067,0,225,1.00000000,1,0,0,0,nan,nan,nan,0.30558441,0.63450570,-0.32892129,0,0,0,0,0,0,0,0,-13.70712852,-12.90501785,9.72912312,10.15575027,0.05162933,0.05090323,13.76095104
31399,-0.56375027,0,161,0.99999990,1,0,1,1,0.14072198,0.99481713,99.48171329,0.27261193,0.62956787,-0.35695594,0,0,0,0,0,0,0,0,-13.75971317,-13.19596291,14.99843979,15.72837639,0.04517298,0.04538495,14.26352692
31400,-0.64853096,0,132,0.99999815,1,0,0,0,nan,nan,nan,0.27261193,0.62956787,-0.35695594,0,0,0,0,0,0,0,0,-14.69985008,-14.05131912,21.96273422,23.20401764,0.08165297,0.07696527,15.82298501
31499,0.06573391,1,216,1.00000000,1,0,1,1,0.28393675,0.98592261,98.59226105,0.27487689,0.62611156,-0.35123466,0,0,0,0,0,0,0,0,-11.81194305,-11.87767696,11.95872688,12.08608246,0.02884142,0.02645522,11.77492809
31500,-0.58632851,0,84,0.99977513,1,0,0,0,nan,nan,nan,0.27487689,0.62611156,-0.35123466,0,0,0,0,0,0,0,0,-15.66973305,-15.08340454,16.64510345,17.00244141,0.07629637,0.06976080,16.01308568
31599,-1.33973122,0,96,0.99993227,1,0,1,1,0.29882561,0.98442259,98.44225904,0.27966664,0.62283870,-0.34317206,0,0,0,0,0,0,0,0,-14.17002964,-12.83029842,31.05239487,31.65464973,0.12093081,0.11357440,17.48436991
31600,-0.88012123,0,75,0.99944692,1,0,0,0,nan,nan,nan,0.27966664,0.62283870,-0.34317206,0,0,0,0,0,0,0,0,-16.60051537,-15.72039413,16.38730621,16.65333557,0.05396949,0.05609971,18.32885838
31699,-0.03065491,0,235,1.00000000,1,0,1,1,0.32040241,0.99399637,99.39963747,0.28781379,0.61981433,-0.33200054,0,0,0,0,0,0,0,0,-12.25323677,-12.22258186,9.83666611,9.61600780,0.06394114,0.05831557,12.35737705
31700,-0.62793732,0,387,1.00000000,1,0,0,0,nan,nan,nan,0.28781379,0.61981433,-0.33200054,0,0,0,0,0,0,0,0,-17.79335594,-17.16541862,6.82818890,6.56447935,0.03436408,0.03616103,16.92123032
31799,-0.10129547,0,243,1.00000000,1,0,1,1,0.17021585,0.99770015,99.77001485,0.26429420,0.61531835,-0.35102415,0,0,0,0,0,0,0,0,-14.39647770,-14.29518223,9.97853661,9.80330563,0.04081548,0.03935059,14.57396102
31800,-0.48471642,0,215,1.00000000,1,0,0,0,nan,nan,nan,0.26429420,0.61531835,-0.35102415,0,0,0,0,0,0,0,0,-12.05919075,-11.57447433,19.28040504,18.83381081,0.07143769,0.07014087,13.37254190
31899,-0.37683868,0,296,1.00000000,1,0,1,1,0.55685101,0.99011755,99.01175534,0.32280556,0.61473368,-0.29192811,0,0,0,0,0,0,0,0,-15.67007828,-15.29323959,13.73028946,13.55395317,0.05158196,0.05017308,15.14974403
31900,-0.78479958,0,96,0.99993227,1,0,0,0,nan,nan,nan,0.32280556,0.61473368,-0.29192811,0,0,0,0,0,0,0,0,-13.70581722,-12.92101765,26.74903297,26.03601074,0.08751872,0.07673657,13.03954697
31999,0.18290997,1,52,0.99448344,1,0,1,1,0.55960494,0.99884558,99.88455834,0.37016544,0.61418239,-0.24401695,0,0,0,0,0,0,0,0,-15.03062630,-15.21353626,22.41990852,22.19421387,0.08904786,0.07990563,16.89981270
32000,0.63700485,1,286,1.00000000,1,0,0,0,nan,nan,nan,0.37016544,0.61418239,-0.24401695,0,0,0,0,0,0,0,0,-60.28003311,-60.91703796,1.38659906,1.38660765,0.00985972,0.00949209,60.73736572
32099,-1.31724358,0,107,0.99997746,1,0,1,1,0.64863702,0.98228520,98.22852034,0.42585975,0.61452693,-0.18866718,0,0,0,0,0,0,0,0,-13.93969917,-12.62245560,31.72736359,30.42100716,0.11553346,0.10670888,17.73264694
32100,0.29426098,1,99,0.99994983,1,0,0,0,nan,nan,nan,0.42585975,0.61452693,-0.18866718,0,0,0,0,0,0,0,0,-13.90541840,-14.19967937,23.77394104,22.71881294,0.06692687,0.07348896,15.71597862
32199,1.15530777,1,120,0.99999386,1,0,1,1,0.49092788,0.99475239,99.47523851,0.43887338,0.61329094,-0.17441756,0,0,0,0,0,0,0,0,-20.79027939,-21.94558716,21.94982147,21.59921265,0.07419296,0.08443497,22.88207626
32200,-0.24914932,0,114,0.99998880,1,0,0,0,nan,nan,nan,0.43887338,0.61329094,-0.17441756,0,0,0,0,0,0,0,0,-14.38896942,-14.13982010,20.12696457,20.44827843,0.06368087,0.06257888,17.09988403
32299,0.20639992,1,38,0.97762923,1,0,1,1,0.67005007,0.99913758,99.91375846,0.48510872,0.61385854,-0.12874982,0,0,0,0,0,0,0,0,-12.21211624,-12.41851616,28.98529434,30.95467758,0.06882346,0.07051785,15.44067732
32300,-0.87874794,0,188,0.99999999,1,0,0,0,nan,nan,nan,0.48510872,0.61385854,-0.12874982,0,0,0,0,0,0,0,0,-14.10650253,-13.22775459,23.30056763,23.10871887,0.07481322,0.06887916,15.29479790
32399,1.89653111,1,91,0.99988833,1,0,1,1,0.66894217,0.99590085,99.59008468,0.52187541,0.61440937,-0.09253396,0,0,0,0,0,0,0,0,-15.75190258,-17.64843369,28.07688141,29.68661880,0.08476202,0.08531244,20.20129013
32400,0.03677654,1,116,0.99999083,1,0,0,0,nan,nan,nan,0.52187541,0.61440937,-0.09253396,0,0,0,0,0,0,0,0,-11.47678185,-11.51355839,16.30022812,17.59165192,0.03012728,0.04040512,12.05128288
32499,0.20478535,1,166,0.99999994,1,0,1,1,0.59415629,0.98930440,98.93044045,0.53633158,0.61420684,-0.07787526,0,0,0,0,0,0,0,0,-13.80944920,-14.01423454,12.84721375,12.74139309,0.05205625,0.04604882,13.60417938
32500,-0.25238705,0,223,1.00000000,1,0,0,0,nan,nan,nan,0.53633158,0.61420684,-0.07787526,0,0,0,0,0,0,0,0,-11.04432201,-10.79193497,19.60568237,20.46742249,0.06096433,0.05201834,10.67472339
32599,-0.75467300,0,89,0.99986361,1,0,1,1,0.36829533,0.99134736,99.13473578,0.50272433,0.61174773,-0.10902339,0,0,0,0,0,0,0,0,-17.25826645,-16.50359344,13.13712692,14.04095840,0.04627730,0.04440989,18.38141251
32600,-0.67808056,0,156,0.99999983,1,0,0,0,nan,nan,nan,0.50272433,0.61174773,-0.10902339,0,0,0,0,0,0,0,0,-14.62583447,-13.94775391,23.43574142,25.55639648,0.17972046,0.16133796,17.43788910
32699,0.04033089,1,274,1.00000000,1,0,1,1,0.36741998,0.99378336,99.37833587,0.47566346,0.60930445,-0.13364099,0,0,0,0,0,0,0,0,-11.59326744,-11.63359833,21.77513695,22.51466942,0.05870513,0.05265499,13.79682223
32700,-0.83329296,0,278,1.00000000,1,0,0,0,nan,nan,nan,0.47566346,0.60930445,-0.13364099,0,0,0,0,0,0,0,0,-15.93244553,-15.09915257,16.26152992,17.34559441,0.05695130,0.05455969,16.03169696
32799,-1.18579674,0,44,0.98772266,1,0,1,1,0.44066004,0.99323043,99.32304343,0.46866278,0.60761800,-0.13895523,0,0,0,0,0,0,0,0,-13.06545448,-11.87965775,17.03391457,17.44889259,0.04254165,0.04182549,14.12785530
32800,1.20040894,1,160,0.99999989,1,0,0,0,nan,nan,nan,0.46866278,0.60761800,-0.13895523,0,0,0,0,0,0,0,0,-15.74670410,-16.94711304,12.45346355,11.95864391,0.06361835,0.05404948,16.64801311
32899,0.48296738,1,320,1.00000000,1,0,1,1,0.49048197,0.99615986,99.61598558,0.47302661,0.60644664,-0.13342003,0,0,0,0,0,0,0,0,-17.64169312,-18.12466049,10.36716843,9.24536324,0.02425551,0.02266631,19.11386108
32900,-0.36929989,0,113,0.99998763,1,0,0,0,nan,nan,nan,0.47302661,0.60644664,-0.13342003,0,0,0,0,0,0,0,0,-12.05734158,-11.68804169,19.22702026,16.81735992,0.11392628,0.10229926,13.40758061
32999,-1.41371250,0,159,0.99999988,1,0,1,1,0.42007264,0.98797097,98.79709665,0.46243582,0.60458290,-0.14214708,0,0,0,0,0,0,0,0,-13.38653469,-11.97282219,23.44124603,21.28430557,0.07916938,0.06436911,14.98763275
33000,-0.45660019,0,314,1.00000000,1,0,0,0,nan,nan,nan,0.46243582,0.60458290,-0.14214708,0,0,0,0,0,0,0,0,-43.57070160,-43.11410141,1.43321145,1.40261531,0.01039614,0.00936141,44.24982834
33099,-2.13430595,0,184,0.99999999,1,0,1,1,0.39277998,0.96878268,96.87826827,0.44850465,0.60246487,-0.15396022,0,0,0,0,0,0,0,0,-22.21823502,-20.08392906,9.01329422,8.03803635,0.04148880,0.03106748,24.69605637
33100,-4.27765369,0,145,0.99999950,1,0,0,0,nan,nan,nan,0.44850465,0.60246487,-0.15396022,0,0,0,0,0,0,0,0,-16.47738647,-12.19973278,29.66906738,27.99867439,0.08368531,0.06881958,20.48569679
33199,-2.22846508,0,95,0.99992515,1,0,1,1,0.02013933,0.99258131,99.25813139,0.36283159,0.59664162,-0.23381003,0,0,0,0,0,0,0,0,-13.99352646,-11.76506138,26.60349274,25.90041161,0.11384303,0.10858252,14.93829727
33200,-0.16879845,0,184,0.99999999,1,0,0,0,nan,nan,nan,0.36283159,0.59664162,-0.23381003,0,0,0,0,0,0,0,0,-21.28644753,-21.11764908,15.53433418,13.69058609,0.06437022,0.06077139,21.20374775
33299,-0.79696846,0,265,1.00000000,1,0,1,1,0.05022845,0.99173862,99.17386238,0.30031096,0.59117749,-0.29086653,0,0,0,0,0,0,0,0,-21.04097557,-20.24400711,13.93247604,12.38860703,0.04641595,0.04059510,21.94702005
33300,-0.10957527,0,89,0.99986361,1,0,0,0,nan,nan,nan,0.30031096,0.59117749,-0.29086653,0,0,0,0,0,0,0,0,-23.71731758,-23.60774231,27.22625542,25.11837387,0.08816830,0.08054459,29.46564865
33399,-0.41732311,0,144,0.99999944,1,0,1,1,0.09119785,0.98678691,98.67869064,0.25848834,0.58617769,-0.32768935,0,0,0,0,0,0,0,0,-15.01632595,-14.59900284,21.89335442,18.91239166,0.06886006,0.06237366,15.97051525
33400,-0.56340027,0,350,1.00000000,1,0,0,0,nan,nan,nan,0.25848834,0.58617769,-0.32768935,0,0,0,0,0,0,0,0,-16.65058899,-16.08718872,21.03423309,17.86525536,0.06891012,0.05429243,17.33184052
33499,-0.57292938,0,237,1.00000000,1,0,1,1,0.22189357,0.99059054,99.05905434,0.25116938,0.58253485,-0.33136547,0,0,0,0,0,0,0,0,-12.43848228,-11.86555290,16.91138077,14.85304070,0.06452567,0.05360784,12.75421929
33500,-0.64225769,0,235,1.00000000,1,0,0,0,nan,nan,nan,0.25116938,0.58253485,-0.33136547,0,0,0,0,0,0,0,0,-13.74154472,-13.09928703,19.96995926,17.30091095,0.07549870,0.06855509,13.70058314
33599,-1.22276306,0,113,0.99998763,1,0,1,1,0.25678573,0.98920945,98.92094473,0.25229265,0.57927736,-0.32698471,0,0,0,0,0,0,0,0,-14.51453304,-13.29176998,32.79048157,31.63214111,0.10158964,0.09741095,16.85259604
33600,-0.43286610,0,182,0.99999999,1,0,0,0,nan,nan,nan,0.25229265,0.57927736,-0.32698471,0,0,0,0,0,0,0,0,-16.23457336,-15.80170727,23.96433449,21.72380829,0.07802423,0.06821541,16.91226501
33699,-2.29544830,0,122,0.99999497,1,0,1,1,0.37339012,0.98036080,98.03607960,0.27651215,0.57721849,-0.30070634,0,0,0,0,0,0,0,0,-19.49462509,-17.19917679,26.59058380,23.81433296,0.06893642,0.06138358,20.63770358
33700,-0.44082546,0,192,1.00000000,1,0,0,0,nan,nan,nan,0.27651215,0.57721849,-0.30070634,0,0,0,0,0,0,0,0,-12.57904053,-12.13821507,28.34761238,24.08234787,0.09711418,0.09094875,13.90726948
33799,0.69692326,1,151,0.99999972,1,0,1,1,0.42581410,0.97982792,97.98279168,0.30637254,0.57570444,-0.26933190,0,0,0,0,0,0,0,0,-14.33107471,-15.02799797,22.21311760,18.42641830,0.07582619,0.06497350,15.01219807
33800,-0.29342461,0,173,0.99999997,1,0,0,0,nan,nan,nan,0.30637254,0.57570444,-0.26933190,0,0,0,0,0,0,0,0,-11.58909225,-11.29566765,35.62990189,35.04766846,0.10081509,0.08069307,11.96450233
33899,-0.11223221,0,233,1.00000000,1,0,1,1,0.42744883,0.97713365,97.71336511,0.33058780,0.57422189,-0.24363409,0,0,0,0,0,0,0,0,-13.76547813,-13.65324593,20.32828522,17.63080215,0.07379887,0.06552860,14.69630686
33900,0.43589306,1,150,0.99999969,1,0,0,0,nan,nan,nan,0.33058780,0.57422189,-0.24363409,0,0,0,0,0,0,0,0,-13.13563633,-13.57152939,29.05452156,27.51897430,0.07708067,0.07072687,13.24984741
33999,-0.47059441,0,63,0.99816370,1,0,1,1,0.65500158,0.98614137,98.61413659,0.39547055,0.57502968,-0.17955913,0,0,0,0,0,0,0,0,-12.90137291,-12.43077850,29.63074684,26.90820694,0.07037214,0.05845150,14.19219526
34000,0.16195297,1,300,1.00000000,1,0,0,0,nan,nan,nan,0.39547055,0.57502968,-0.17955913,0,0,0,0,0,0,0,0,-45.43140411,-45.59335709,1.44534612,1.39517009,0.01439374,0.01300728,45.40591939
34099,-0.13079548,0,25,0.91791500,1,0,1,1,0.61023158,0.97595885,97.59588479,0.43842276,0.57538170,-0.13695894,0,0,0,0,0,0,0,0,-15.36651611,-15.23572063,35.87829590,33.17934799,0.07668613,0.07974418,18.93449640
34100,-0.42393398,0,265,1.00000000,1,0,0,0,nan,nan,nan,0.43842276,0.57538170,-0.13695894,0,0,0,0,0,0,0,0,-14.35278034,-13.92884636,32.54075241,30.10152245,0.15820728,0.13674457,18.38922119
34199,-0.40542889,0,106,0.99997508,1,0,1,1,0.37498358,0.97466112,97.46611239,0.42573492,0.57337772,-0.14764280,0,0,0,0,0,0,0,0,-13.48388004,-13.07845116,27.86612701,25.61586571,0.09937523,0.08229322,15.87835741
34200,0.54067612,1,178,0.99999998,1,0,0,0,nan,nan,nan,0.42573492,0.57337772,-0.14764280,0,0,0,0,0,0,0,0,-16.76606560,-17.30674171,19.18860817,15.63363266,0.07005694,0.05760515,16.73148775
34299,-3.37827682,0,8,0.55067104,1,0,1,1,0.51645503,0.98445409,98.44540936,0.44387894,0.57280849,-0.12892955,0,0,0,0,0,0,0,0,-20.49500275,-17.11672592,42.35567856,43.37172699,0.15103845,0.14783654,33.81248093
34300,-0.69560814,0,50,0.99326205,1,0,0,0,nan,nan,nan,0.44387894,0.57280849,-0.12892955,0,0,0,0,0,0,0,0,-18.79879761,-18.10318947,28.85937881,26.69610977,0.12506106,0.11866392,20.36028433
