step,current_error,kde_neighbors,kde_support,kde_neff,kde_mean_error,kde_std_error,trusted,z_t,L_t,W_t,warning,memory_frozen,warmup_remaining,regime_change
3400,nan,0,0.00000000,0.00000000,nan,nan,0,nan,0.00000000,0.00000000,0,0,6599,0
3500,nan,0,0.00000000,0.00000000,nan,nan,0,nan,0.00000000,0.00000000,0,0,6499,0
3600,nan,0,0.00000000,0.00000000,nan,nan,0,nan,0.00000000,0.00000000,0,0,6399,0
3700,nan,0,0.00000000,0.00000000,nan,nan,0,nan,0.00000000,0.00000000,0,0,6299,0
3800,nan,0,0.00000000,0.00000000,nan,nan,0,nan,0.00000000,0.00000000,0,0,6199,0
3900,nan,0,0.00000000,0.00000000,nan,nan,0,nan,0.00000000,0.00000000,0,0,6099,0
4000,nan,0,0.00000000,0.00000000,nan,nan,0,nan,0.00000000,0.00000000,0,0,5999,0
4100,nan,0,0.00000000,0.00000000,nan,nan,0,nan,0.00000000,0.00000000,0,0,5899,0
4200,nan,0,0.00000000,0.00000000,nan,nan,0,nan,0.00000000,0.00000000,0,0,5799,0
4300,nan,0,0.00000000,0.00000000,nan,nan,0,nan,0.00000000,0.00000000,0,0,5699,0
4400,nan,0,0.00000000,0.00000000,nan,nan,0,nan,0.00000000,0.00000000,0,0,5599,0
4500,nan,0,0.00000000,0.00000000,nan,nan,0,nan,0.00000000,0.00000000,0,0,5499,0
4600,nan,0,0.00000000,0.00000000,nan,nan,0,nan,0.00000000,0.00000000,0,0,5399,0
4700,nan,0,0.00000000,0.00000000,nan,nan,0,nan,0.00000000,0.00000000,0,0,5299,0
4800,nan,0,0.00000000,0.00000000,nan,nan,0,nan,0.00000000,0.00000000,0,0,5199,0
4900,nan,0,0.00000000,0.00000000,nan,nan,0,nan,0.00000000,0.00000000,0,0,5099,0
5000,nan,0,0.00000000,0.00000000,nan,nan,0,nan,0.00000000,0.00000000,0,0,4999,0
5100,nan,0,0.00000000,0.00000000,nan,nan,0,nan,0.00000000,0.00000000,0,0,4899,0
5200,nan,0,0.00000000,0.00000000,nan,nan,0,nan,0.00000000,0.00000000,0,0,4799,0
5300,nan,0,0.00000000,0.00000000,nan,nan,0,nan,0.00000000,0.00000000,0,0,4699,0
5400,nan,0,0.00000000,0.00000000,nan,nan,0,nan,0.00000000,0.00000000,0,0,4599,0
5500,nan,0,0.00000000,0.00000000,nan,nan,0,nan,0.00000000,0.00000000,0,0,4499,0
5600,nan,0,0.00000000,0.00000000,nan,nan,0,nan,0.00000000,0.00000000,0,0,4399,0
5700,nan,0,0.00000000,0.00000000,nan,nan,0,nan,0.00000000,0.00000000,0,0,4299,0
5800,nan,0,0.00000000,0.00000000,nan,nan,0,nan,0.00000000,0.00000000,0,0,4199,0
5900,nan,0,0.00000000,0.00000000,nan,nan,0,nan,0.00000000,0.00000000,0,0,4099,0
6000,nan,0,0.00000000,0.00000000,nan,nan,0,nan,0.00000000,0.00000000,0,0,3999,0
6100,nan,0,0.00000000,0.00000000,nan,nan,0,nan,0.00000000,0.00000000,0,0,3899,0
6200,nan,0,0.00000000,0.00000000,nan,nan,0,nan,0.00000000,0.00000000,0,0,3799,0
6300,nan,0,0.00000000,0.00000000,nan,nan,0,nan,0.00000000,0.00000000,0,0,3699,0
6400,nan,0,0.00000000,0.00000000,nan,nan,0,nan,0.00000000,0.00000000,0,0,3599,0
6500,nan,0,0.00000000,0.00000000,nan,nan,0,nan,0.00000000,0.00000000,0,0,3499,0
6600,nan,0,0.00000000,0.00000000,nan,nan,0,nan,0.00000000,0.00000000,0,0,3399,0
6700,nan,0,0.00000000,0.00000000,nan,nan,0,nan,0.00000000,0.00000000,0,0,3299,0
6800,nan,0,0.00000000,0.00000000,nan,nan,0,nan,0.00000000,0.00000000,0,0,3199,0
6900,nan,0,0.00000000,0.00000000,nan,nan,0,nan,0.00000000,0.00000000,0,0,3099,0
7000,nan,0,0.00000000,0.00000000,nan,nan,0,nan,0.00000000,0.00000000,0,0,2999,0
7100,nan,0,0.00000000,0.00000000,nan,nan,0,nan,0.00000000,0.00000000,0,0,2899,0
7200,nan,0,0.00000000,0.00000000,nan,nan,0,nan,0.00000000,0.00000000,0,0,2799,0
7300,nan,0,0.00000000,0.00000000,nan,nan,0,nan,0.00000000,0.00000000,0,0,2699,0
7400,nan,0,0.00000000,0.00000000,nan,nan,0,nan,0.00000000,0.00000000,0,0,2599,0
7500,nan,0,0.00000000,0.00000000,nan,nan,0,nan,0.00000000,0.00000000,0,0,2499,0
7600,nan,0,0.00000000,0.00000000,nan,nan,0,nan,0.00000000,0.00000000,0,0,2399,0
7700,nan,0,0.00000000,0.00000000,nan,nan,0,nan,0.00000000,0.00000000,0,0,2299,0
7800,nan,0,0.00000000,0.00000000,nan,nan,0,nan,0.00000000,0.00000000,0,0,2199,0
7900,nan,0,0.00000000,0.00000000,nan,nan,0,nan,0.00000000,0.00000000,0,0,2099,0
8000,nan,0,0.00000000,0.00000000,nan,nan,0,nan,0.00000000,0.00000000,0,0,1999,0
8100,nan,0,0.00000000,0.00000000,nan,nan,0,nan,0.00000000,0.00000000,0,0,1899,0
8200,nan,0,0.00000000,0.00000000,nan,nan,0,nan,0.00000000,0.00000000,0,0,1799,0
8300,nan,0,0.00000000,0.00000000,nan,nan,0,nan,0.00000000,0.00000000,0,0,1699,0
8400,nan,0,0.00000000,0.00000000,nan,nan,0,nan,0.00000000,0.00000000,0,0,1599,0
8500,nan,0,0.00000000,0.00000000,nan,nan,0,nan,0.00000000,0.00000000,0,0,1499,0
8600,nan,0,0.00000000,0.00000000,nan,nan,0,nan,0.00000000,0.00000000,0,0,1399,0
8700,nan,0,0.00000000,0.00000000,nan,nan,0,nan,0.00000000,0.00000000,0,0,1299,0
8800,nan,0,0.00000000,0.00000000,nan,nan,0,nan,0.00000000,0.00000000,0,0,1199,0
8900,nan,0,0.00000000,0.00000000,nan,nan,0,nan,0.00000000,0.00000000,0,0,1099,0
9000,nan,0,0.00000000,0.00000000,nan,nan,0,nan,0.00000000,0.00000000,0,0,999,0
9100,nan,0,0.00000000,0.00000000,nan,nan,0,nan,0.00000000,0.00000000,0,0,899,0
9200,nan,0,0.00000000,0.00000000,nan,nan,0,nan,0.00000000,0.00000000,0,0,799,0
9300,nan,0,0.00000000,0.00000000,nan,nan,0,nan,0.00000000,0.00000000,0,0,699,0
9400,nan,0,0.00000000,0.00000000,nan,nan,0,nan,0.00000000,0.00000000,0,0,599,0
9500,nan,0,0.00000000,0.00000000,nan,nan,0,nan,0.00000000,0.00000000,0,0,499,0
9600,nan,0,0.00000000,0.00000000,nan,nan,0,nan,0.00000000,0.00000000,0,0,399,0
9700,nan,0,0.00000000,0.00000000,nan,nan,0,nan,0.00000000,0.00000000,0,0,299,0
9800,nan,0,0.00000000,0.00000000,nan,nan,0,nan,0.00000000,0.00000000,0,0,199,0
9900,nan,0,0.00000000,0.00000000,nan,nan,0,nan,0.00000000,0.00000000,0,0,99,0
10000,nan,0,0.00000000,0.00000000,nan,nan,0,nan,0.00000000,0.00000000,0,0,0,0
10100,0.95714550,1,0.36863010,1.00000000,0.00000000,0.00000000,0,nan,0.00000000,0.00000000,0,0,0,0
10200,0.24368911,8,0.50432360,5.08072253,0.54309575,0.35300425,0,nan,0.00000000,0.00000000,0,0,0,0
10300,0.14585579,3,0.43970041,1.26995374,0.80138169,0.08072929,0,nan,0.00000000,0.00000000,0,0,0,0
10400,0.77244183,1,0.04888605,1.00000000,0.00000000,0.00000000,0,nan,0.00000000,0.00000000,0,0,0,0
10500,nan,0,0.00000000,0.00000000,nan,nan,0,nan,0.00000000,0.00000000,0,0,0,0
10600,0.20853461,9,1.11187030,6.79744453,0.37548530,0.11537509,0,nan,0.00000000,0.00000000,0,0,0,0
10700,0.45589605,2,0.29202393,1.57278919,1.30548343,0.00000000,0,nan,0.00000000,0.00000000,0,0,0,0
10800,nan,0,0.00000000,0.00000000,nan,nan,0,nan,0.00000000,0.00000000,0,0,0,0
10900,0.32696404,5,0.60309403,3.53702720,0.92119168,0.24222499,0,nan,0.00000000,0.00000000,0,0,0,0
11000,0.02511816,38,5.77120239,22.12345211,0.30675770,0.24036873,0,nan,0.00000000,0.00000000,0,0,0,0
11100,nan,0,0.00000000,0.00000000,nan,nan,0,nan,0.00000000,0.00000000,0,0,0,0
11200,0.38676294,8,0.78383804,5.22993527,0.24426345,0.05683241,0,nan,0.00000000,0.00000000,0,0,0,0
11300,0.18262999,2,0.55939133,1.92761122,0.40589028,0.00000000,0,nan,0.00000000,0.00000000,0,0,0,0
11400,0.04263474,18,2.59495750,11.32087565,0.17950842,0.07863409,0,nan,0.00000000,0.00000000,0,0,0,0
11500,0.20637068,19,2.22940236,8.42837459,0.16500806,0.15759746,0,nan,0.00000000,0.00000000,0,0,0,0
11600,0.31990344,7,0.54321007,2.80601431,0.38916192,0.13129183,0,nan,0.00000000,0.00000000,0,0,0,0
11700,0.07392349,12,1.42659761,8.11115185,0.42935000,0.16550518,0,nan,0.00000000,0.00000000,0,0,0,0
11800,nan,0,0.00000000,0.00000000,nan,nan,0,nan,0.00000000,0.00000000,0,0,0,0
11900,0.09367140,9,1.60975861,5.51821949,0.24323018,0.08920815,0,nan,0.00000000,0.00000000,0,0,0,0
12000,0.51126131,17,2.38877615,7.88699471,0.43569744,0.28561840,0,nan,0.00000000,0.00000000,0,0,0,0
12100,0.05245019,23,2.93866957,14.01590149,0.32797372,0.18157605,0,nan,0.00000000,0.00000000,0,0,0,0
12200,0.01309646,37,6.39671429,24.51516682,0.13553780,0.13730964,0,nan,0.00000000,0.00000000,0,0,0,0
12300,0.02106243,73,13.14351724,45.77091576,0.03212555,0.03650105,1,-0.30309071,-3.30309071,0.00000000,0,0,0,0
12400,0.11073098,39,4.77887525,23.53218583,0.05215077,0.04423722,0,nan,0.00000000,0.00000000,0,0,0,0
12500,0.02517456,118,20.92154755,70.99369113,0.02394531,0.02519324,1,0.04879270,-2.95120730,0.00000000,0,0,0,0
12600,0.08294936,80,17.31967540,53.02417682,0.06546645,0.09980566,0,nan,0.00000000,0.00000000,0,0,0,0
12700,0.02182632,74,13.39912734,51.55531127,0.05356225,0.10050180,0,nan,0.00000000,0.00000000,0,0,0,0
12800,0.01101517,89,14.77396540,56.82065134,0.02912801,0.02802534,1,-0.64630198,-3.64630198,0.00000000,0,0,0,0
12900,0.01742230,52,8.36824853,33.22469709,0.06823072,0.09105534,0,nan,0.00000000,0.00000000,0,0,0,0
13000,0.11750902,37,3.98062816,18.68144685,0.12546040,0.11279365,0,nan,0.00000000,0.00000000,0,0,0,0
13100,0.50333436,16,2.18391555,10.31353029,0.21932701,0.12333939,0,nan,0.00000000,0.00000000,0,0,0,0
13200,0.10588140,112,15.44925009,67.39891459,0.02341729,0.03349284,1,2.46214130,-0.53785870,0.00000000,0,0,0,0
13300,0.00211348,135,23.91948138,87.55046478,0.02949527,0.03328976,1,-0.82252907,-3.82252907,0.00000000,0,0,0,0
13400,0.59957281,31,3.54585555,17.85982437,0.20992193,0.16970016,0,nan,0.00000000,0.00000000,0,0,0,0
13500,0.00734909,160,25.68264333,99.72734569,0.04110140,0.05978704,1,-0.56454221,-3.56454221,0.00000000,0,0,0,0
13600,nan,0,0.00000000,0.00000000,nan,nan,0,nan,0.00000000,0.00000000,0,0,0,0
13700,0.19458428,9,1.33148811,6.93662537,0.57130846,0.28289571,0,nan,0.00000000,0.00000000,0,0,0,0
13800,0.41483887,5,0.61839700,3.56179179,0.60902319,0.06726288,0,nan,0.00000000,0.00000000,0,0,0,0
13900,1.03904641,1,0.08531808,1.00000000,0.00000000,0.00000000,0,nan,0.00000000,0.00000000,0,0,0,0
14000,0.07780715,84,12.85123695,46.53576836,0.05158205,0.04759154,0,nan,0.00000000,0.00000000,0,0,0,0
14100,0.03023344,38,5.13245863,26.24206525,0.05860332,0.09843188,0,nan,0.00000000,0.00000000,0,0,0,0
14200,0.02470767,26,4.32760893,19.29036529,0.10045308,0.12519181,0,nan,0.00000000,0.00000000,0,0,0,0
14300,0.15275174,52,8.17026057,34.49906767,0.04571688,0.05066771,0,nan,0.00000000,0.00000000,0,0,0,0
14400,0.06328319,55,7.90285312,32.30949630,0.02845316,0.04515593,0,nan,0.00000000,0.00000000,0,0,0,0
14500,0.01907356,235,37.52872083,141.19317541,0.03460909,0.04952253,1,-0.31370640,-3.31370640,0.00000000,0,0,0,0
14600,0.00534333,69,9.33412890,40.80047405,0.04602272,0.04218732,0,nan,0.00000000,0.00000000,0,0,0,0
14700,0.00530328,146,23.92537118,86.69769506,0.01875902,0.04374465,1,-0.30759728,-3.30759728,0.00000000,0,0,0,0
14800,0.03011928,116,14.29817560,65.76243581,0.05144602,0.06756062,0,nan,0.00000000,0.00000000,0,0,0,0
14900,0.11088560,13,1.20535440,9.08385887,0.14343330,0.04320359,0,nan,0.00000000,0.00000000,0,0,0,0
15000,0.05084926,382,54.15079899,239.59392236,0.03122661,0.04656226,1,0.42142811,-2.57857189,0.00000000,0,0,0,0
15100,0.11350853,18,1.67617161,10.61028261,0.33074383,0.16235194,0,nan,0.00000000,0.00000000,0,0,0,0
15200,0.05789584,80,12.26068108,50.87928060,0.07100250,0.16593944,0,nan,0.00000000,0.00000000,0,0,0,0
15300,0.04778245,64,9.01842075,40.22510897,0.05122131,0.06770233,0,nan,0.00000000,0.00000000,0,0,0,0
15400,0.01136131,216,36.61835717,132.90873563,0.02422157,0.03823651,1,-0.33633444,-3.33633444,0.00000000,0,0,0,0
15500,0.10103610,39,4.44803734,23.65632889,0.05843556,0.04503582,0,nan,0.00000000,0.00000000,0,0,0,0
15600,0.21634159,11,1.60918061,7.05414842,0.37111908,0.15621785,0,nan,0.00000000,0.00000000,0,0,0,0
15700,nan,0,0.00000000,0.00000000,nan,nan,0,nan,0.00000000,0.00000000,0,0,0,0
15800,0.00869636,35,4.18702717,19.08450445,0.20046920,0.16816599,0,nan,0.00000000,0.00000000,0,0,0,0
15900,0.02895799,38,5.84254779,27.35853001,0.04348339,0.03139549,0,nan,0.00000000,0.00000000,0,0,0,0
16000,0.56805867,62,9.31812783,37.48487550,0.07155655,0.06954076,0,nan,0.00000000,0.00000000,0,0,0,0
16100,0.01727892,77,12.32298897,46.95835057,0.04007052,0.05231178,1,-0.43568758,-3.43568758,0.00000000,0,0,0,0
16200,0.35127545,3,0.56392445,2.67484373,0.69042778,0.06384930,0,nan,0.00000000,0.00000000,0,0,0,0
16300,0.40551714,7,0.57609459,5.67281120,0.46483755,0.08440432,0,nan,0.00000000,0.00000000,0,0,0,0
16400,0.23622909,5,0.70685174,3.44206489,0.31511783,0.17814477,0,nan,0.00000000,0.00000000,0,0,0,0
16500,nan,0,0.00000000,0.00000000,nan,nan,0,nan,0.00000000,0.00000000,0,0,0,0
16600,0.39247316,5,0.42513237,3.08692325,0.53987160,0.13107539,0,nan,0.00000000,0.00000000,0,0,0,0
16700,0.19196014,8,1.27999981,4.54809601,0.34579220,0.12232409,0,nan,0.00000000,0.00000000,0,0,0,0
16800,2.15128160,23,3.17617107,15.03118427,0.50092395,0.58937436,0,nan,0.00000000,0.00000000,0,0,0,0
16900,0.24231644,8,0.96591243,5.47041365,0.43190209,0.24586893,0,nan,0.00000000,0.00000000,0,0,0,0
17000,0.02578798,179,25.80275955,92.42455272,0.06339547,0.11364228,0,nan,0.00000000,0.00000000,0,0,0,0
17100,0.01117066,79,10.55507718,43.81278002,0.05164676,0.10452413,0,nan,0.00000000,0.00000000,0,0,0,0
17200,0.45848057,4,0.27457934,2.76437189,0.70694209,0.26359115,0,nan,0.00000000,0.00000000,0,0,0,0
17300,0.71871718,1,0.11074839,1.00000000,0.00000000,0.00000000,0,nan,0.00000000,0.00000000,0,0,0,0
17400,nan,0,0.00000000,0.00000000,nan,nan,0,nan,0.00000000,0.00000000,0,0,0,0
17500,0.12408279,19,2.75058072,10.11866269,0.22755743,0.18701100,0,nan,0.00000000,0.00000000,0,0,0,0
17600,0.35398808,2,0.47378887,1.96496511,1.32255596,0.00000000,0,nan,0.00000000,0.00000000,0,0,0,0
17700,0.13941099,6,0.50393818,3.66907845,0.53284787,0.15733828,0,nan,0.00000000,0.00000000,0,0,0,0
17800,0.23021765,7,0.69815672,3.70815534,0.71693131,0.13118617,0,nan,0.00000000,0.00000000,0,0,0,0
17900,0.53224527,1,0.02760103,1.00000000,0.00000000,0.00000000,0,nan,0.00000000,0.00000000,0,0,0,0
18000,0.27182447,376,49.15941757,227.97006403,0.03764539,0.05720370,1,4.09377477,1.09377477,1.09377477,0,1,0,0
18100,0.01074030,51,5.90907588,27.02899251,0.12533216,0.09219788,0,nan,0.00000000,0.00000000,0,0,0,0
18200,0.00857188,58,5.78273285,38.10526784,0.04331908,0.05354280,0,nan,0.00000000,0.00000000,0,0,0,0
18300,nan,0,0.00000000,0.00000000,nan,nan,0,nan,0.00000000,0.00000000,0,0,0,0
18400,0.83859629,1,0.02661293,1.00000000,0.00000000,0.00000000,0,nan,0.00000000,0.00000000,0,0,0,0
18500,1.26980344,2,0.07408826,1.48193774,0.58002456,0.00000000,0,nan,0.00000000,0.00000000,0,0,0,0
18600,0.88400279,2,0.06213293,1.34742393,1.00929236,0.00000000,0,nan,0.00000000,0.00000000,0,0,0,0
18700,0.04974698,39,5.88990761,24.08416612,0.10335446,0.09038878,0,nan,0.00000000,0.00000000,0,0,0,0
18800,0.58316447,19,2.05142725,8.87531029,0.32352698,0.17712428,0,nan,0.00000000,0.00000000,0,0,0,0
18900,0.93681302,1,0.00110502,1.00000000,0.00000000,0.00000000,0,nan,0.00000000,0.00000000,0,0,0,0
19000,0.03200841,409,50.32031678,228.67262537,0.04312828,0.06356383,1,-0.17494014,-3.17494014,0.00000000,0,0,0,0
19100,0.01317712,90,12.52969795,54.16784470,0.03648646,0.04232424,1,-0.55073281,-3.55073281,0.00000000,0,0,0,0
19200,0.02141253,77,9.86607524,43.38665790,0.04609605,0.04834063,0,nan,0.00000000,0.00000000,0,0,0,0
19300,0.01334951,45,6.78362983,29.06965470,0.06284482,0.03816049,0,nan,0.00000000,0.00000000,0,0,0,0
19400,1.36223343,1,0.02471958,1.00000000,0.00000000,0.00000000,0,nan,0.00000000,0.00000000,0,0,0,0
19500,0.06369644,14,1.86099236,8.64829385,0.38483442,0.10073708,0,nan,0.00000000,0.00000000,0,0,0,0
19600,0.79843606,1,0.05679043,1.00000000,0.00000000,0.00000000,0,nan,0.00000000,0.00000000,0,0,0,0
19700,0.01087033,121,17.72143039,68.68783636,0.04460614,0.05882390,1,-0.57350510,-3.57350510,0.00000000,0,0,0,0
19800,0.01124488,68,8.40947957,31.53162610,0.02792549,0.02437657,0,nan,0.00000000,0.00000000,0,0,0,0
19900,0.39920074,4,0.53269133,2.63552093,0.58042948,0.24238337,0,nan,0.00000000,0.00000000,0,0,0,0
20000,0.10286882,155,21.68452691,87.05566138,0.05644278,0.07322586,0,nan,0.00000000,0.00000000,0,0,0,0
20100,0.24044797,8,0.43550549,4.39442927,0.43779918,0.12385047,0,nan,0.00000000,0.00000000,0,0,0,0
20200,0.01995680,119,18.00919514,67.91989403,0.04333871,0.04282976,1,-0.54592682,-3.54592682,0.00000000,0,0,0,0
20300,0.09317267,27,4.40416432,15.12796006,0.10154141,0.09436617,0,nan,0.00000000,0.00000000,0,0,0,0
20400,0.01680930,51,7.11311151,30.99561202,0.06168965,0.04701356,0,nan,0.00000000,0.00000000,0,0,0,0
20500,0.47969616,3,0.17952306,2.24730144,0.59023369,0.06044878,0,nan,0.00000000,0.00000000,0,0,0,0
20600,0.10693514,25,2.87630253,16.34607727,0.14991547,0.11670618,0,nan,0.00000000,0.00000000,0,0,0,0
20700,0.60462461,3,0.12034048,1.86147579,1.32658331,0.30103491,0,nan,0.00000000,0.00000000,0,0,0,0
20800,0.30316402,8,1.32848762,5.90312781,0.44315061,0.12024635,0,nan,0.00000000,0.00000000,0,0,0,0
20900,nan,0,0.00000000,0.00000000,nan,nan,0,nan,0.00000000,0.00000000,0,0,0,0
21000,0.06466596,141,15.87947350,67.68880019,0.06781309,0.07649459,0,nan,0.00000000,0.00000000,0,0,0,0
21100,0.34997050,11,1.36062115,8.22203736,0.23722217,0.11356826,0,nan,0.00000000,0.00000000,0,0,0,0
21200,0.01249671,33,5.27122513,21.71921793,0.07325101,0.05983771,0,nan,0.00000000,0.00000000,0,0,0,0
21300,0.14754923,21,2.38268291,12.56284406,0.14907038,0.11408022,0,nan,0.00000000,0.00000000,0,0,0,0
21400,0.16160291,15,2.38571458,8.74500641,0.21195880,0.10826391,0,nan,0.00000000,0.00000000,0,0,0,0
21500,0.07258802,18,2.72569057,11.78058041,0.19231089,0.07879012,0,nan,0.00000000,0.00000000,0,0,0,0
21600,0.12040747,34,3.54155179,21.27150399,0.22110967,0.14820456,0,nan,0.00000000,0.00000000,0,0,0,0
21700,0.39668039,3,0.34095297,2.96669993,0.56515474,0.17788062,0,nan,0.00000000,0.00000000,0,0,0,0
21800,0.15278685,29,3.47790971,16.77403713,0.27488781,0.16058005,0,nan,0.00000000,0.00000000,0,0,0,0
21900,0.28452171,15,3.09033504,9.69384737,0.25311491,0.09491627,0,nan,0.00000000,0.00000000,0,0,0,0
22000,0.16777502,282,44.19415313,161.28079709,0.05428972,0.08462177,0,nan,0.00000000,0.00000000,0,0,0,0
22100,0.14428464,28,3.77804744,17.60808914,0.20086526,0.15614544,0,nan,0.00000000,0.00000000,0,0,0,0
22200,0.05405214,75,9.32751354,45.70997314,0.04145614,0.04049496,0,nan,0.00000000,0.00000000,0,0,0,0
22300,0.04393080,61,6.49094743,32.56893892,0.04435351,0.04492340,0,nan,0.00000000,0.00000000,0,0,0,0
22400,1.07499735,3,0.15417990,1.43339459,0.37889900,0.04208028,0,nan,0.00000000,0.00000000,0,0,0,0
22500,0.10240299,21,2.31203414,12.22650069,0.20368705,0.17033846,0,nan,0.00000000,0.00000000,0,0,0,0
22600,0.12148276,16,1.59348858,11.52006279,0.43073052,0.18892094,0,nan,0.00000000,0.00000000,0,0,0,0
22700,0.01919796,81,10.44242603,45.64290683,0.04261373,0.04734601,1,-0.49456694,-3.49456694,0.00000000,0,0,0,0
22800,0.18623679,11,1.28931409,7.62983604,0.36065666,0.10835550,0,nan,0.00000000,0.00000000,0,0,0,0
22900,0.01738650,142,21.40115725,86.84319243,0.04510127,0.04659970,1,-0.59474131,-3.59474131,0.00000000,0,0,0,0
23000,0.15299122,265,36.93857169,139.63051090,0.06614572,0.07636128,0,nan,0.00000000,0.00000000,0,0,0,0
23100,0.04964928,56,5.90934313,27.42663418,0.08456384,0.06537365,0,nan,0.00000000,0.00000000,0,0,0,0
23200,0.02010529,139,18.07871882,84.48298237,0.02169450,0.02746940,1,-0.05785387,-3.05785387,0.00000000,0,0,0,0
23300,0.18637504,26,2.55055484,16.85190622,0.07353284,0.04934550,0,nan,0.00000000,0.00000000,0,0,0,0
23400,0.01876212,58,6.42100670,32.44705612,0.07948875,0.09024645,0,nan,0.00000000,0.00000000,0,0,0,0
23500,0.00970374,163,20.85342920,95.61553722,0.02152068,0.02444440,1,-0.48342092,-3.48342092,0.00000000,0,0,0,0
23600,0.01021466,149,20.65440123,85.02593788,0.01952449,0.01673376,1,-0.55634987,-3.55634987,0.00000000,0,0,0,0
23700,0.19112603,7,0.59384456,4.25251348,0.51811836,0.10899908,0,nan,0.00000000,0.00000000,0,0,0,0
23800,0.10902326,71,10.68637953,42.98141186,0.05135574,0.04871690,0,nan,0.00000000,0.00000000,0,0,0,0
23900,0.80190351,9,0.74749409,4.76220217,0.30913299,0.07570266,0,nan,0.00000000,0.00000000,0,0,0,0
24000,0.03059644,203,34.10724581,105.98092722,0.07253758,0.07488915,0,nan,0.00000000,0.00000000,0,0,0,0
24100,0.01745270,80,9.22836000,39.30604894,0.07382448,0.08146577,0,nan,0.00000000,0.00000000,0,0,0,0
24200,0.48574089,8,0.57227464,3.83139667,0.31452670,0.05626668,0,nan,0.00000000,0.00000000,0,0,0,0
24300,0.00579604,54,6.81257819,29.34813344,0.04706315,0.04287237,0,nan,0.00000000,0.00000000,0,0,0,0
