block_end_step,block_valid,block_win_rate,block_familiarity,block_weight_sum,q_short,q_long,rate_gap,detector_armed,regime_change,positive_streak,initial_stabilization_streak,rearm_streak,initial_arming_complete,rate_warmup_remaining
13399,1,0.86622409,0.61877100,61.87709976,0.88402955,0.65377778,0.23025177,0,0,0,0,0,0,0
13499,1,0.32663107,0.88070589,88.07058931,0.77254985,0.65050631,0.12204354,0,0,0,0,0,0,0
13599,1,0.51357881,0.89156343,89.15634250,0.72075565,0.64913704,0.07161861,0,0,0,0,0,0,0
13699,1,0.77512324,0.89195072,89.19507216,0.73162917,0.65039690,0.08123226,0,0,0,0,0,0,0
13799,1,0.75422628,0.89909606,89.90960611,0.73614859,0.65143519,0.08471339,0,0,0,0,0,0,0
13899,1,0.87582814,0.87293276,87.29327610,0.76408450,0.65367912,0.11040537,0,0,0,0,0,0,0
13999,1,0.89941910,0.91052424,91.05242446,0.79115142,0.65613652,0.13501489,0,0,0,0,0,0,0
14099,1,0.74459794,0.72653181,72.65318132,0.78184072,0.65702114,0.12481958,0,0,0,0,0,0,0
14199,1,0.57545149,0.83120861,83.12086120,0.74056287,0.65620544,0.08435743,0,0,0,0,0,0,0
14299,1,0.65709026,0.88396845,88.39684469,0.72386835,0.65621429,0.06765406,0,0,0,0,0,0,0
14399,1,0.72816220,0.88158581,88.15858053,0.72472712,0.65693377,0.06779335,0,0,0,0,0,0,0
14499,1,0.82472676,0.90936653,90.93665332,0.74472705,0.65861170,0.08611535,0,0,0,0,0,0,0
14599,1,0.96361948,0.89941325,89.94132546,0.78850553,0.66166178,0.12684376,0,0,0,0,0,0,0
14699,1,0.84159133,0.91059295,91.05929492,0.79912269,0.66346107,0.13566162,0,0,0,0,0,0,0
14799,1,0.94381431,0.91289634,91.28963438,0.82806102,0.66626460,0.16179641,0,0,0,0,0,0,0
14899,1,0.89178476,0.94225418,94.22541820,0.84080577,0.66851981,0.17228596,0,0,0,0,0,0,0
14999,1,0.86490569,0.95886732,95.88673223,0.84562575,0.67048366,0.17514209,0,0,0,0,0,0,0
15099,1,0.62919409,0.73989209,73.98920947,0.80233942,0.67007077,0.13226865,0,0,0,0,0,0,0
15199,1,0.98860005,0.78925001,78.92500120,0.83959154,0.67325606,0.16633548,0,0,0,0,0,0,0
15299,1,0.98869937,0.84883591,84.88359070,0.86941311,0.67641049,0.19300262,0,0,0,0,0,0,0
15399,1,0.98765161,0.80315782,80.31578189,0.89306081,0.67952291,0.21353790,0,0,0,0,0,0,0
15499,1,0.91680960,0.82443365,82.44336461,0.89781057,0.68189577,0.21591479,0,0,0,0,0,0,0
15599,1,1.00000000,0.88652109,88.65210895,0.91824845,0.68507682,0.23317164,0,0,0,0,0,0,0
15699,1,0.98520014,0.92786496,92.78649600,0.93163879,0.68807805,0.24356074,0,0,0,0,0,0,0
15799,1,0.97570335,0.89551968,89.55196760,0.94045170,0.69095430,0.24949740,0,0,0,0,0,0,0
15899,1,0.93207903,0.92563483,92.56348276,0.93877717,0.69336555,0.24541162,0,0,0,0,0,0,0
15999,1,0.88561063,0.85214505,85.21450528,0.92814386,0.69528800,0.23285586,0,0,0,0,0,0,0
16099,1,0.65776050,0.80099413,80.09941321,0.87406719,0.69491272,0.17915446,0,0,0,0,0,0,0
16199,1,0.76204941,0.95321863,95.32186288,0.85166363,0.69558409,0.15607954,0,0,0,0,0,0,0
16299,1,0.87391229,0.96694563,96.69456326,0.85611336,0.69736737,0.15874599,0,0,0,0,0,0,0
16399,1,0.80213570,0.95142922,95.14292201,0.84531783,0.69841506,0.14690277,0,0,0,0,0,0,0
16499,1,0.91238460,0.94737844,94.73784365,0.85873119,0.70055475,0.15817643,0,0,0,0,0,0,0
16599,1,0.87662162,0.93514461,93.51446130,0.86230927,0.70231542,0.15999385,0,0,0,0,0,0,0
16699,1,0.75335531,0.94402141,94.40214062,0.84051848,0.70282582,0.13769266,0,0,0,0,0,0,0
16799,1,0.76005792,0.96775956,96.77595550,0.82442637,0.70339814,0.12102823,0,0,0,0,0,0,0
16899,1,0.87150399,0.98362120,98.36212040,0.83384189,0.70507920,0.12876269,0,0,0,0,0,0,0
16999,1,0.81558480,0.95676116,95.67611575,0.83019047,0.70618426,0.12400622,0,0,0,0,0,0,0
17099,1,0.54582574,0.94010418,94.01041839,0.77331753,0.70458067,0.06873686,0,0,0,0,0,0,0
17199,1,0.96112600,0.91773119,91.77311935,0.81087922,0.70714612,0.10373310,0,0,0,0,0,0,0
17299,1,0.96779771,0.89167357,89.16735706,0.84226292,0.70975264,0.13251028,0,0,0,0,0,0,0
17399,1,0.70437223,0.93437525,93.43752511,0.81468478,0.70969884,0.10498595,0,0,0,0,0,0,0
17499,1,0.84431930,0.97918973,97.91897323,0.82061169,0.71104504,0.10956665,0,0,0,0,0,0,0
17599,1,0.67446094,0.94476020,94.47601953,0.79138154,0.71067920,0.08070234,0,0,0,0,0,0,0
17699,1,0.83069354,0.95264027,95.26402656,0.79924394,0.71187934,0.08736459,0,0,0,0,0,0,0
17799,1,0.95345689,0.97084320,97.08432041,0.83008653,0.71429512,0.11579141,0,0,0,0,0,0,0
17899,1,0.97986808,0.97288309,97.28830901,0.86004284,0.71695085,0.14309199,0,0,0,0,0,0,0
17999,1,0.96983803,0.97223943,97.22394274,0.88200188,0.71947972,0.16252216,0,0,0,0,0,0,0
18099,1,0.60024175,0.96571751,96.57175118,0.82564985,0.71828734,0.10736251,0,0,0,0,0,0,0
18199,1,0.94500905,0.93389827,93.38982711,0.84952169,0.72055456,0.12896713,0,0,0,0,0,0,0
18299,1,0.99143863,0.95465574,95.46557350,0.87790508,0.72326340,0.15464168,0,0,0,0,0,0,0
18399,1,0.89421486,0.94167844,94.16784405,0.88116703,0.72497291,0.15619412,0,0,0,0,0,0,0
18499,1,0.89284511,0.96359002,96.35900227,0.88350265,0.72665163,0.15685101,0,0,0,0,0,0,0
18599,1,0.95671345,0.94326184,94.32618434,0.89814481,0.72895225,0.16919256,0,0,0,0,0,0,0
18699,1,0.98964580,0.96563119,96.56311913,0.91644501,0.73155919,0.18488582,0,0,0,0,0,0,0
18799,1,0.97109841,0.95801061,95.80106139,0.92737569,0.73395458,0.19342111,0,0,0,0,0,0,0
18899,1,0.96271879,0.96263431,96.26343147,0.93444431,0.73624222,0.19820209,0,0,0,0,0,0,0
18999,1,0.91574145,0.95885182,95.88518181,0.93070374,0.73803721,0.19266652,0,0,0,0,0,0,0
19099,1,0.96905120,0.96053409,96.05340897,0.93837323,0.74034735,0.19802587,0,0,0,0,0,0,0
19199,1,0.96971749,0.97720195,97.72019494,0.94464208,0.74264106,0.20200103,0,0,0,0,0,0,0
19299,1,0.89343628,0.95910821,95.91082103,0.93440092,0.74414901,0.19025191,0,0,0,0,0,0,0
19399,1,0.78062594,0.95303625,95.30362506,0.90364592,0.74451378,0.15913215,0,0,0,0,0,0,0
19499,1,0.96936117,0.97635111,97.63511117,0.91678897,0.74676225,0.17002672,0,0,0,0,0,0,0
19599,1,0.95096199,0.97310451,97.31045131,0.92362358,0.74880425,0.17481933,0,0,0,0,0,0,0
19699,1,0.88676294,0.97549315,97.54931471,0.91625145,0.75018383,0.16606761,0,0,0,0,0,0,0
19799,1,0.88335174,0.97658363,97.65836307,0.90967151,0.75151551,0.15815599,0,0,0,0,0,0,0
19899,1,0.88804661,0.98188570,98.18856973,0.90534653,0.75288082,0.15246570,0,0,0,0,0,0,0
19999,1,0.77852737,0.97632333,97.63233259,0.87998270,0.75313729,0.12684541,0,0,0,0,0,0,0
20099,1,0.01936793,0.97542381,97.54238072,0.70785974,0.74579960,-0.03793985,0,0,0,0,0,0,0
20199,1,0.17631062,0.97442070,97.44206965,0.60154992,0.74010471,-0.13855479,0,0,0,0,0,0,0
20299,1,0.37607274,0.96643434,96.64343419,0.55645448,0.73646439,-0.18000990,0,0,0,0,0,0,0
20399,1,0.71526099,0.96222252,96.22225247,0.58821578,0.73625235,-0.14803657,0,0,0,0,0,0,0
20499,1,0.78141694,0.97491093,97.49109251,0.62685602,0.73670400,-0.10984798,0,0,0,0,0,0,0
20599,1,0.79305360,0.98235916,98.23591604,0.66009553,0.73726750,-0.07717196,0,0,0,0,0,0,0
20699,1,0.60322233,0.95793902,95.79390199,0.64872089,0.73592704,-0.08720615,0,0,0,0,0,0,0
20799,1,0.56866431,0.97782668,97.78266824,0.63270958,0.73425442,-0.10154484,0,0,0,0,0,0,0
20899,1,0.51841451,0.98266487,98.26648703,0.60985056,0.73209602,-0.12224545,0,0,0,0,0,0,0
20999,1,0.70050188,0.97840663,97.84066348,0.62798083,0.73178008,-0.10379925,0,0,0,0,0,0,0
21099,1,0.15358962,0.96405295,96.40529546,0.53310258,0.72599817,-0.19289559,0,0,0,0,0,0,0
21199,1,0.51256728,0.94291881,94.29188056,0.52899552,0.72386386,-0.19486834,0,0,0,0,0,0,0
21299,1,0.56842205,0.95599884,95.59988387,0.53688083,0.72230944,-0.18542862,0,0,0,0,0,0,0
21399,1,0.34873843,0.96160785,96.16078470,0.49925235,0.71857373,-0.21932138,0,0,0,0,0,0,0
21499,1,0.37948956,0.96131687,96.13168656,0.47529979,0.71518289,-0.23988310,0,0,0,0,0,0,0
21599,1,0.31652875,0.97264948,97.26494826,0.44354558,0.71119635,-0.26765077,0,0,0,0,0,0,0
21699,1,0.23239493,0.97048512,97.04851181,0.40131545,0.70640834,-0.30509288,0,0,0,0,0,0,0
21799,1,0.56352167,0.98132270,98.13227006,0.43375670,0.70497947,-0.27122277,0,0,0,0,0,0,0
21899,1,0.58114581,0.97450893,97.45089347,0.46323452,0.70374113,-0.24050661,0,0,0,0,0,0,0
21999,1,0.75063288,0.98180855,98.18085528,0.52071419,0.70421005,-0.18349586,0,0,0,0,0,0,0
22099,1,0.49985215,0.97644780,97.64478035,0.51654178,0.70216647,-0.18562469,0,0,0,0,0,0,0
22199,1,0.97067174,0.98105660,98.10565977,0.60736777,0.70485152,-0.09748375,0,0,0,0,0,0,0
22299,1,0.91903763,0.96686801,96.68680066,0.66970175,0.70699339,-0.03729164,0,0,0,0,0,0,0
22399,1,0.74858661,0.97903459,97.90345880,0.68547872,0.70740932,-0.02193060,0,0,0,1,0,0,0
22499,1,0.64340340,0.95012702,95.01270209,0.67706366,0.70676926,-0.02970560,0,0,0,2,0,0,0
22599,1,0.64813637,0.97037240,97.03723973,0.67127820,0.70618293,-0.03490473,0,0,0,3,0,0,0
22699,1,0.26894753,0.95742798,95.74279799,0.59081206,0.70181058,-0.11099851,0,0,0,0,0,0,0
22799,1,0.28792261,0.96833280,96.83328018,0.53023417,0.69767170,-0.16743752,0,0,0,0,0,0,0
22899,1,0.22707318,0.98320487,98.32048668,0.46960197,0.69296571,-0.22336374,0,0,0,0,0,0,0
22999,1,0.28790073,0.97244422,97.24442215,0.43326172,0.68891506,-0.25565334,0,0,0,0,0,0,0
23099,1,0.61247335,0.88576564,88.57656402,0.46910405,0.68815064,-0.21904659,0,0,0,0,0,0,0
23199,1,0.95953006,0.87399034,87.39903388,0.56718925,0.69086444,-0.12367518,0,0,0,0,0,0,0
23299,1,0.73066743,0.97974905,97.97490458,0.59988489,0.69126247,-0.09137758,0,0,0,0,0,0,0
23399,1,0.84235931,0.98268980,98.26897970,0.64837977,0.69277344,-0.04439366,0,0,0,0,0,0,0
23499,1,0.48757545,0.99185907,99.18590657,0.61621891,0.69072146,-0.07450255,0,0,0,0,0,0,0
23599,1,0.65273084,0.99237334,99.23733374,0.62352130,0.69034155,-0.06682026,0,0,0,0,0,0,0
23699,1,0.43177763,0.97292671,97.29267126,0.58517256,0.68775591,-0.10258335,0,0,0,0,0,0,0
23799,1,0.43664357,0.98722943,98.72294340,0.55546676,0.68524479,-0.12977802,0,0,0,0,0,0,0
23899,1,0.51847167,0.98830549,98.83054876,0.54806774,0.68357706,-0.13550931,0,0,0,0,0,0,0
23999,1,0.76902501,0.98617106,98.61710578,0.59225920,0.68443154,-0.09217234,0,0,0,0,0,0,0
24099,1,0.58320774,0.95309665,95.30966489,0.59044891,0.68341930,-0.09297039,0,0,0,0,0,0,0
24199,1,0.93871446,0.97106361,97.10636150,0.66010202,0.68597225,-0.02587023,0,0,0,0,0,0,0
24299,1,0.72525274,0.98604029,98.60402909,0.67313216,0.68636505,-0.01323289,0,0,0,1,0,0,0
24399,1,0.67219594,0.98620633,98.62063339,0.67294492,0.68622336,-0.01327844,0,0,0,2,0,0,0
24499,1,0.36842580,0.96608727,96.60872705,0.61204110,0.68304539,-0.07100429,0,0,0,0,0,0,0
24599,1,0.33675469,0.97497748,97.49774850,0.55698381,0.67958248,-0.12259867,0,0,0,0,0,0,0
24699,1,0.31017498,0.96825029,96.82502854,0.50762205,0.67588841,-0.16826636,0,0,0,0,0,0,0
24799,1,0.74913755,0.98888633,98.88863309,0.55592515,0.67662090,-0.12069575,0,0,0,0,0,0,0
24899,1,0.72915927,0.96835704,96.83570406,0.59057197,0.67714628,-0.08657431,0,0,0,0,0,0,0
24999,1,0.55221873,0.97455180,97.45518024,0.58290132,0.67589701,-0.09299568,0,0,0,0,0,0,0
25099,1,0.53499944,0.97227292,97.22729154,0.57332095,0.67448803,-0.10116708,0,0,0,0,0,0,0
25199,1,0.66444890,0.98748243,98.74824293,0.59154654,0.67438764,-0.08284110,0,0,0,0,0,0,0
25299,1,0.57303660,0.99066378,99.06637815,0.58784455,0.67337413,-0.08552958,0,0,0,0,0,0,0
25399,1,0.74976904,0.99254387,99.25438747,0.62022945,0.67413808,-0.05390863,0,0,0,0,0,0,0
25499,1,0.55252414,0.98965701,98.96570074,0.60668839,0.67292194,-0.06623355,0,0,0,0,0,0,0
25599,1,0.65864497,0.96611392,96.61139243,0.61707970,0.67277917,-0.05569947,0,0,0,0,0,0,0
25699,1,0.72084665,0.99619733,99.61973291,0.63783309,0.67325984,-0.03542675,0,0,0,1,0,0,0
25799,1,0.46114169,0.97756809,97.75680868,0.60249481,0.67113866,-0.06864385,0,0,0,0,0,0,0
25899,1,0.45988774,0.99802175,99.80217477,0.57397340,0.66902615,-0.09505276,0,0,0,0,0,0,0
25999,1,0.49306649,0.95791942,95.79194227,0.55779201,0.66726656,-0.10947454,0,0,0,0,0,0,0
26099,1,0.41273524,0.97597785,97.59778491,0.52878066,0.66472124,-0.13594058,0,0,0,0,0,0,0
26199,1,0.62718069,0.97692560,97.69256030,0.54846067,0.66434584,-0.11588517,0,0,0,0,0,0,0
26299,1,0.69141005,0.99165202,99.16520194,0.57705054,0.66461648,-0.08756594,0,0,0,0,0,0,0
26399,1,0.75367819,0.97039871,97.03987106,0.61237607,0.66550710,-0.05313102,0,0,0,0,0,0,0
26499,1,0.78527963,0.98597827,98.59782730,0.64695678,0.66670482,-0.01974804,0,0,0,0,0,0,0
26599,1,0.67249000,0.98756459,98.75645852,0.65206343,0.66676267,-0.01469925,0,0,0,1,0,0,0
26699,1,0.89019912,0.99116605,99.11660515,0.69969057,0.66899704,0.03069353,0,0,0,0,0,0,0
26799,1,0.63665477,0.98232800,98.23279954,0.68708341,0.66867362,0.01840979,0,0,0,1,0,0,0
26899,1,0.72907507,0.99267746,99.26774565,0.69548174,0.66927763,0.02620411,0,0,0,2,0,0,0
26999,1,0.41883919,0.98318738,98.31873767,0.64015323,0.66677325,-0.02662002,0,0,0,0,0,0,0
27099,1,0.76385763,0.92748628,92.74862814,0.66489411,0.66774409,-0.00284998,0,0,0,1,0,0,0
27199,1,0.92979704,0.94868430,94.86843039,0.71787469,0.67036462,0.04751008,0,0,0,0,0,0,0
27299,1,0.78952204,0.99378626,99.37862574,0.73220416,0.67155619,0.06064797,0,0,0,0,0,0,0
27399,1,0.71416351,0.97186765,97.18676526,0.72859603,0.67198227,0.05661377,0,0,0,0,0,0,0
27499,1,0.91968396,0.98672309,98.67230899,0.76681362,0.67445928,0.09235434,0,0,0,0,0,0,0
27599,1,0.91126903,0.97930528,97.93052828,0.79570470,0.67682738,0.11887732,0,0,0,0,0,0,0
27699,1,0.97993801,0.98080227,98.08022746,0.83255136,0.67985849,0.15269288,0,0,0,0,0,0,0
27799,1,0.96994777,0.98469817,98.46981698,0.86003064,0.68275938,0.17727126,0,0,0,0,0,0,0
27899,1,0.88295295,0.98908177,98.90817716,0.86461510,0.68476132,0.17985379,0,0,0,0,0,0,0
27999,1,0.80925032,0.95074300,95.07429994,0.85354215,0.68600621,0.16753594,0,0,0,0,0,0,0
28099,1,0.58875449,0.97331710,97.33171046,0.80058462,0.68503369,0.11555093,0,0,0,0,0,0,0
28199,1,0.62959418,0.99757205,99.75720496,0.76638653,0.68447929,0.08190723,0,0,0,0,0,0,0
28299,1,0.82893978,0.99073002,99.07300250,0.77889718,0.68592390,0.09297328,0,0,0,0,0,0,0
28399,1,0.87338044,0.99053350,99.05334958,0.79779383,0.68779846,0.10999537,0,0,0,0,0,0,0
28499,1,0.79974880,0.99316506,99.31650569,0.79818482,0.68891797,0.10926686,0,0,0,0,0,0,0
28599,1,0.73232194,0.98980406,98.98040618,0.78501225,0.68935201,0.09566024,0,0,0,0,0,0,0
28699,1,0.52162552,0.98964795,98.96479487,0.73233490,0.68767474,0.04466016,0,0,0,0,0,0,0
28799,1,0.44974664,0.97561308,97.56130777,0.67581725,0.68529546,-0.00947821,0,0,0,0,0,0,0
28899,1,0.39145713,0.99464419,99.46441860,0.61894522,0.68235708,-0.06341185,0,0,0,0,0,0,0
28999,1,0.57819419,0.99510794,99.51079426,0.61079502,0.68131545,-0.07052043,0,0,0,0,0,0,0
29099,1,0.35876548,0.96342806,96.34280631,0.56038911,0.67808995,-0.11770084,0,0,0,0,0,0,0
29199,1,0.53420539,0.99145330,99.14532998,0.55515237,0.67665110,-0.12149874,0,0,0,0,0,0,0
29299,1,0.57938417,0.99460903,99.46090273,0.55999873,0.67567843,-0.11567971,0,0,0,0,0,0,0
29399,1,0.47297083,0.98599903,98.59990259,0.54259315,0.67365136,-0.13105821,0,0,0,0,0,0,0
29499,1,0.66230510,0.99408008,99.40800834,0.56653554,0.67353790,-0.10700236,0,0,0,0,0,0,0
29599,1,0.66993277,0.99578399,99.57839862,0.58721498,0.67350184,-0.08628686,0,0,0,0,0,0,0
29699,1,0.61938620,0.99812071,99.81207081,0.59364923,0.67296069,-0.07931146,0,0,0,0,0,0,0
29799,1,0.67005119,0.99900287,99.90028743,0.60892962,0.67293159,-0.06400197,0,0,0,0,0,0,0
29899,1,0.54831913,0.99600976,99.60097641,0.59680752,0.67168547,-0.07487795,0,0,0,0,0,0,0
29999,1,0.67114905,0.99405925,99.40592509,0.61167583,0.67168010,-0.06000428,0,0,0,0,0,0,0
30099,1,0.29788613,0.96960084,96.96008379,0.54891789,0.66794216,-0.11902428,0,0,0,0,0,0,0
30199,1,0.33092427,0.99672824,99.67282390,0.50531916,0.66457198,-0.15925282,0,0,0,0,0,0,0
30299,1,0.39012868,0.99803734,99.80373393,0.48228107,0.66182755,-0.17954649,0,0,0,0,0,0,0
30399,1,0.45123506,0.99190538,99.19053796,0.47607187,0.65972163,-0.18364976,0,0,0,0,0,0,0
30499,1,0.48071020,0.99516484,99.51648377,0.47699953,0.65793151,-0.18093198,0,0,0,0,0,0,0
30599,1,0.45013202,0.99927095,99.92709504,0.47162603,0.65585352,-0.18422749,0,0,0,0,0,0,0
30699,1,0.48005453,0.99729435,99.72943479,0.47331173,0.65409553,-0.18078380,0,0,0,0,0,0,0
30799,1,0.57224093,0.99488701,99.48870128,0.49309757,0.65327698,-0.16017941,0,0,0,0,0,0,0
30899,1,0.55989400,0.97954597,97.95459717,0.50645686,0.65234315,-0.14588630,0,0,0,0,0,0,0
30999,1,0.41016367,0.99680874,99.68087360,0.48719822,0.64992136,-0.16272314,0,0,0,0,0,0,0
31099,1,0.29532948,0.96815853,96.81585307,0.44882447,0.64637544,-0.19755097,0,0,0,0,0,0,0
31199,1,0.04015765,0.99601783,99.60178342,0.36709111,0.64031326,-0.27322215,0,0,0,0,0,0,0
31299,1,0.05955764,0.99059002,99.05900181,0.30558441,0.63450570,-0.32892129,0,0,0,0,0,0,0
31399,1,0.14072198,0.99481713,99.48171329,0.27261193,0.62956787,-0.35695594,0,0,0,0,0,0,0
31499,1,0.28393675,0.98592261,98.59226105,0.27487689,0.62611156,-0.35123466,0,0,0,0,0,0,0
31599,1,0.29882561,0.98442259,98.44225904,0.27966664,0.62283870,-0.34317206,0,0,0,0,0,0,0
31699,1,0.32040241,0.99399637,99.39963747,0.28781379,0.61981433,-0.33200054,0,0,0,0,0,0,0
31799,1,0.17021585,0.99770015,99.77001485,0.26429420,0.61531835,-0.35102415,0,0,0,0,0,0,0
31899,1,0.55685101,0.99011755,99.01175534,0.32280556,0.61473368,-0.29192811,0,0,0,0,0,0,0
31999,1,0.55960494,0.99884558,99.88455834,0.37016544,0.61418239,-0.24401695,0,0,0,0,0,0,0
32099,1,0.64863702,0.98228520,98.22852034,0.42585975,0.61452693,-0.18866718,0,0,0,0,0,0,0
32199,1,0.49092788,0.99475239,99.47523851,0.43887338,0.61329094,-0.17441756,0,0,0,0,0,0,0
32299,1,0.67005007,0.99913758,99.91375846,0.48510872,0.61385854,-0.12874982,0,0,0,0,0,0,0
32399,1,0.66894217,0.99590085,99.59008468,0.52187541,0.61440937,-0.09253396,0,0,0,0,0,0,0
32499,1,0.59415629,0.98930440,98.93044045,0.53633158,0.61420684,-0.07787526,0,0,0,0,0,0,0
32599,1,0.36829533,0.99134736,99.13473578,0.50272433,0.61174773,-0.10902339,0,0,0,0,0,0,0
32699,1,0.36741998,0.99378336,99.37833587,0.47566346,0.60930445,-0.13364099,0,0,0,0,0,0,0
32799,1,0.44066004,0.99323043,99.32304343,0.46866278,0.60761800,-0.13895523,0,0,0,0,0,0,0
32899,1,0.49048197,0.99615986,99.61598558,0.47302661,0.60644664,-0.13342003,0,0,0,0,0,0,0
32999,1,0.42007264,0.98797097,98.79709665,0.46243582,0.60458290,-0.14214708,0,0,0,0,0,0,0
33099,1,0.39277998,0.96878268,96.87826827,0.44850465,0.60246487,-0.15396022,0,0,0,0,0,0,0
33199,1,0.02013933,0.99258131,99.25813139,0.36283159,0.59664162,-0.23381003,0,0,0,0,0,0,0
33299,1,0.05022845,0.99173862,99.17386238,0.30031096,0.59117749,-0.29086653,0,0,0,0,0,0,0
33399,1,0.09119785,0.98678691,98.67869064,0.25848834,0.58617769,-0.32768935,0,0,0,0,0,0,0
33499,1,0.22189357,0.99059054,99.05905434,0.25116938,0.58253485,-0.33136547,0,0,0,0,0,0,0
33599,1,0.25678573,0.98920945,98.92094473,0.25229265,0.57927736,-0.32698471,0,0,0,0,0,0,0
33699,1,0.37339012,0.98036080,98.03607960,0.27651215,0.57721849,-0.30070634,0,0,0,0,0,0,0
33799,1,0.42581410,0.97982792,97.98279168,0.30637254,0.57570444,-0.26933190,0,0,0,0,0,0,0
33899,1,0.42744883,0.97713365,97.71336511,0.33058780,0.57422189,-0.24363409,0,0,0,0,0,0,0
33999,1,0.65500158,0.98614137,98.61413659,0.39547055,0.57502968,-0.17955913,0,0,0,0,0,0,0
34099,1,0.61023158,0.97595885,97.59588479,0.43842276,0.57538170,-0.13695894,0,0,0,0,0,0,0
34199,1,0.37498358,0.97466112,97.46611239,0.42573492,0.57337772,-0.14764280,0,0,0,0,0,0,0
34299,1,0.51645503,0.98445409,98.44540936,0.44387894,0.57280849,-0.12892955,0,0,0,0,0,0,0
34399,1,0.38866010,0.97444159,97.44415887,0.43283518,0.57096701,-0.13813183,0,0,0,0,0,0,0
34499,1,0.49199834,0.97535567,97.53556727,0.44466781,0.57017732,-0.12550951,0,0,0,0,0,0,0
34599,1,0.47318218,0.99041129,99.04112913,0.45037068,0.56920737,-0.11883669,0,0,0,0,0,0,0
34699,1,0.56287773,0.98817408,98.81740761,0.47287209,0.56914408,-0.09627198,0,0,0,0,0,0,0
34799,1,0.35270086,0.98343720,98.34372032,0.44883785,0.56697964,-0.11814180,0,0,0,0,0,0,0
34899,1,0.24723391,0.98255077,98.25507701,0.40851706,0.56378219,-0.15526513,0,0,0,0,0,0,0
